,location,tweetid,timestamp,retweetcount,text,hashtags
1934,Uyo,1553938727713513477,2022-08-01 03:00:38,0,#Russia willing to #tradeusingrubles and #Mozambique #meticais - #africa #trade #forex #economy https://t.co/rHI8Icnbx5,"[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'tradeusingrubles', 'indices': [19, 36]}, {'text': 'Mozambique', 'indices': [41, 52]}, {'text': 'meticais', 'indices': [53, 62]}, {'text': 'africa', 'indices': [65, 72]}, {'text': 'trade', 'indices': [73, 79]}, {'text': 'forex', 'indices': [80, 86]}, {'text': 'economy', 'indices': [87, 95]}]"
1935,"London, UK",1553938749779836929,2022-08-01 03:00:43,0,#Russia willing to #tradeusingrubles and #Mozambique #meticais - #africa #trade #forex #economy https://t.co/aeAKADyW2I,"[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'tradeusingrubles', 'indices': [19, 36]}, {'text': 'Mozambique', 'indices': [41, 52]}, {'text': 'meticais', 'indices': [53, 62]}, {'text': 'africa', 'indices': [65, 72]}, {'text': 'trade', 'indices': [73, 79]}, {'text': 'forex', 'indices': [80, 86]}, {'text': 'economy', 'indices': [87, 95]}]"
1936,Moz-Maputo City,1553938769891528706,2022-08-01 03:00:48,0,#Russia willing to #tradeusingrubles and #Mozambique #meticais - #africa #trade #forex #economy https://t.co/XUEwvT9TYC,"[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'tradeusingrubles', 'indices': [19, 36]}, {'text': 'Mozambique', 'indices': [41, 52]}, {'text': 'meticais', 'indices': [53, 62]}, {'text': 'africa', 'indices': [65, 72]}, {'text': 'trade', 'indices': [73, 79]}, {'text': 'forex', 'indices': [80, 86]}, {'text': 'economy', 'indices': [87, 95]}]"
1937,United States,1553938779987013632,2022-08-01 03:00:50,0,"@MarkRid89403375 @Chainy67 Glory to Ukraine! 🇺🇦 Join Together 💪 to help for and inside Ukraine @ForUnited24 
#ASAP #Ukraine #UkraineWar","[{'text': 'ASAP', 'indices': [109, 114]}, {'text': 'Ukraine', 'indices': [115, 123]}, {'text': 'UkraineWar', 'indices': [124, 135]}]"
1938,,1553938786345787392,2022-08-01 03:00:52,0,#Russia willing to #tradeusingrubles and #Mozambique #meticais - #africa #trade #forex #economy https://t.co/ZSSWttyMwV,"[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'tradeusingrubles', 'indices': [19, 36]}, {'text': 'Mozambique', 'indices': [41, 52]}, {'text': 'meticais', 'indices': [53, 62]}, {'text': 'africa', 'indices': [65, 72]}, {'text': 'trade', 'indices': [73, 79]}, {'text': 'forex', 'indices': [80, 86]}, {'text': 'economy', 'indices': [87, 95]}]"
1939,,1553938792595296257,2022-08-01 03:00:53,5,Renewed Turmoil in the Balkans Threatens a Delicate Stability - Do not crawl under a rock w/dementia Joe and discount the potential for a worst-case scenario breaking out in the Balkans by @TraderStef #Balkans #CivilWar #Serbia #BosniaHerzegovina #Vukovar https://t.co/BoS8iRyzSV https://t.co/BsungmVEbY,"[{'text': 'Balkans', 'indices': [201, 209]}, {'text': 'CivilWar', 'indices': [210, 219]}, {'text': 'Serbia', 'indices': [220, 227]}, {'text': 'BosniaHerzegovina', 'indices': [228, 246]}, {'text': 'Vukovar', 'indices': [247, 255]}]"
1940,Portugal,1553938808420327424,2022-08-01 03:00:57,0,#Russia willing to #tradeusingrubles and #Mozambique #meticais - #africa #trade #forex #economy https://t.co/OGwmee7mjr,"[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'tradeusingrubles', 'indices': [19, 36]}, {'text': 'Mozambique', 'indices': [41, 52]}, {'text': 'meticais', 'indices': [53, 62]}, {'text': 'africa', 'indices': [65, 72]}, {'text': 'trade', 'indices': [73, 79]}, {'text': 'forex', 'indices': [80, 86]}, {'text': 'economy', 'indices': [87, 95]}]"
1941,"Johannesburg, South Africa",1553938811993948289,2022-08-01 03:00:58,1,"@apmassaro3 What did you do today to help Ukraine win?
WE MUST ALL UNITED WITH #UKRAINE TO WIN THIS WAR","[{'text': 'UKRAINE', 'indices': [79, 87]}]"
1942,"London, England",1553938835855343617,2022-08-01 03:01:03,0,#Russia willing to #tradeusingrubles and #Mozambique #meticais - #africa #trade #forex #economy https://t.co/EhMNt8iyIX,"[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'tradeusingrubles', 'indices': [19, 36]}, {'text': 'Mozambique', 'indices': [41, 52]}, {'text': 'meticais', 'indices': [53, 62]}, {'text': 'africa', 'indices': [65, 72]}, {'text': 'trade', 'indices': [73, 79]}, {'text': 'forex', 'indices': [80, 86]}, {'text': 'economy', 'indices': [87, 95]}]"
1943,United Kingdom,1553938836891262978,2022-08-01 03:01:04,0,"We have successfully disbursed Profits to those that participated in our pump and also to our daily investors
Kindly check your wallet and give us feedback 💯
#HOBIPALOOZA #Futures #PSGFCN #Serbia #jhopeAtLollapalooza #BLACKPINK #레드벨벳_8주년_대댕큐 #TREASUREinBANGKOK #TREASURE https://t.co/ZszhkRusLG","[{'text': 'HOBIPALOOZA', 'indices': [158, 170]}, {'text': 'Futures', 'indices': [171, 179]}, {'text': 'PSGFCN', 'indices': [180, 187]}, {'text': 'Serbia', 'indices': [188, 195]}, {'text': 'jhopeAtLollapalooza', 'indices': [196, 216]}, {'text': 'BLACKPINK', 'indices': [217, 227]}, {'text': '레드벨벳_8주년_대댕큐', 'indices': [228, 241]}, {'text': 'TREASUREinBANGKOK', 'indices': [242, 260]}, {'text': 'TREASURE', 'indices': [261, 270]}]"
1944,Beijing,1553938851609321472,2022-08-01 03:01:07,0,"""Without #China, no problem of world #politics can be seriously addressed, let alone solved. This is true when it comes to ending a terrible war at some point, and it's even more true when it comes to combating #ClimateChange."" - Max Haerder's commentary on @wiwo https://t.co/dJMyccmPzu","[{'text': 'China', 'indices': [9, 15]}, {'text': 'politics', 'indices': [37, 46]}, {'text': 'ClimateChange', 'indices': [211, 225]}]"
1945,United States,1553938877886259201,2022-08-01 03:01:13,0,"@theintercept @MazMHussain What a piece of crap article !. #Biden sucks but you are asking USA to take a terrorist organization such as #IRGC out of terrorist list and free them with billions of released assets to destabilize Middle East!
No wonder you are the favorite of fake media such as CNN and MSNBC.","[{'text': 'Biden', 'indices': [59, 65]}, {'text': 'IRGC', 'indices': [136, 141]}]"
1946,Helsinki,1553938913114443777,2022-08-01 03:01:22,1,"Good morning, my dear friends all over the world!
#StandWithUkraine 🙏🙏🇺🇦🇺🇦 https://t.co/a8W1Ze7b5D","[{'text': 'StandWithUkraine', 'indices': [50, 67]}]"
1947,"Johannesburg, South Africa",1553938994852929536,2022-08-01 03:01:41,3,"@mhmck Ukrainian victory means the decisive rejection of terror, authoritarianism, Nazism, imperialism, and corruption. A massive victory for democracy, the rule of law, and common human decency
Victory and glory for #UKRAINE","[{'text': 'UKRAINE', 'indices': [217, 225]}]"
1948,,1553938998917316610,2022-08-01 03:01:42,0,""" #Is There #Any #Means #Known #More #Effective Than #War Assuming #You #Wish To #Alter The #Lives Of An #Entire #People ? "" 

#BoardOfTrustees Of @CarnegieEndow In #1908 .

🙈🙉🙊
#AskWhy","[{'text': 'Is', 'indices': [2, 5]}, {'text': 'Any', 'indices': [12, 16]}, {'text': 'Means', 'indices': [17, 23]}, {'text': 'Known', 'indices': [24, 30]}, {'text': 'More', 'indices': [31, 36]}, {'text': 'Effective', 'indices': [37, 47]}, {'text': 'War', 'indices': [53, 57]}, {'text': 'You', 'indices': [67, 71]}, {'text': 'Wish', 'indices': [72, 77]}, {'text': 'Alter', 'indices': [81, 87]}, {'text': 'Lives', 'indices': [92, 98]}, {'text': 'Entire', 'indices': [105, 112]}, {'text': 'People', 'indices': [113, 120]}, {'text': 'BoardOfTrustees', 'indices': [127, 143]}, {'text': 'AskWhy', 'indices': [178, 185]}]"
1949,California,1553939002540994561,2022-08-01 03:01:43,1,"@EuromaidanPress Don't worry, we Californians aren't going anywhere.  
Here we send you support from the #SanJose area:          #StandWithUkraine   #ArmUkraineNow https://t.co/krruoGUi0o","[{'text': 'SanJose', 'indices': [105, 113]}, {'text': 'StandWithUkraine', 'indices': [129, 146]}, {'text': 'ArmUkraineNow', 'indices': [149, 163]}]"
1950,United States,1553939059822628864,2022-08-01 03:01:57,0,"What a piece of crap article !. #Biden sucks but you are asking USA to take a terrorist organization such as #IRGC out of terrorist list and free them with billions of released assets to destabilize Middle East!
No wonder you are the favorite of fake media such as CNN and MSNBC. https://t.co/syPuR4yvuG","[{'text': 'Biden', 'indices': [32, 38]}, {'text': 'IRGC', 'indices': [109, 114]}]"
1951,"Florida, USA",1553939061534072832,2022-08-01 03:01:57,0,"Check out the new RaAhj single ""let her go"" distributed by @DistroKid and live on Spotify! https://t.co/mTKXWdh5PX #raahj #HOBIPALOOZA #Serbia #BLACKPINK #TREASUREinBANGKOK","[{'text': 'raahj', 'indices': [115, 121]}, {'text': 'HOBIPALOOZA', 'indices': [122, 134]}, {'text': 'Serbia', 'indices': [135, 142]}, {'text': 'BLACKPINK', 'indices': [143, 153]}, {'text': 'TREASUREinBANGKOK', 'indices': [154, 172]}]"
1952,"Hong Kong, New York & London",1553939081230434306,2022-08-01 03:02:02,0,#China’s foreign firms look inward for talent as #zerocovid keeps expats away https://t.co/ea0GS0xEx7 via @scmpnews,"[{'text': 'China', 'indices': [0, 6]}, {'text': 'zerocovid', 'indices': [49, 59]}]"
1953,,1553939099354005504,2022-08-01 03:02:06,1,Reports that Ukrainian special forces have caught that Russian who's been castrating Ukrainian war prisoner's. #UkraineUnderAttack #Ukraine #UkraineWar #UkraineRussianWar #WarCrimes https://t.co/TynEd9sVNx,"[{'text': 'UkraineUnderAttack', 'indices': [111, 130]}, {'text': 'Ukraine', 'indices': [131, 139]}, {'text': 'UkraineWar', 'indices': [140, 151]}, {'text': 'UkraineRussianWar', 'indices': [152, 170]}, {'text': 'WarCrimes', 'indices': [171, 181]}]"
1954,Sri Lanka,1553939164126515200,2022-08-01 03:02:22,0,⚡Besim Hoti the spokesperson of the #Kosovo police said that the Serbs are raising barricades in Rudare because they were informed with fake news that Kosovo Special Police Forces will block Rudare...,"[{'text': 'Kosovo', 'indices': [36, 43]}]"
1955,,1553939198553604098,2022-08-01 03:02:30,0,"@MissCellaneou2 @GaryLineker The Daily Mail delivers the message that it is OK to be racist. #racism #russia, https://t.co/wHu0MnDJZC","[{'text': 'racism', 'indices': [93, 100]}, {'text': 'russia', 'indices': [101, 108]}]"
1956,"Howard, WI",1553939244556632064,2022-08-01 03:02:41,0,"If the next election u vote for anyone over the age of 65 for President, your vote doesn't count....I'm sick of old people whinging about losing and blaming on technology like it's based on Atari.... #boomers #Trump #2024election #Biden","[{'text': 'boomers', 'indices': [200, 208]}, {'text': 'Trump', 'indices': [209, 215]}, {'text': '2024election', 'indices': [216, 229]}, {'text': 'Biden', 'indices': [230, 236]}]"
1957,no where near you,1553939291004276737,2022-08-01 03:02:52,0,"@SalihTorgeir @Watsszupp @nhzeerbia @akademikeren1 @Paulnothere @PeterBa27922729 @wuschelator @allart4u @TimothyDSnyder yes, they love and trust #russia so much https://t.co/LNJpftA1Jx","[{'text': 'russia', 'indices': [145, 152]}]"
1958,"Corsica, France",1553939299699200005,2022-08-01 03:02:54,0,"Glory to the warriors
#AzovstalDefenders 
#Azov https://t.co/NUtpMPNfyE","[{'text': 'AzovstalDefenders', 'indices': [22, 40]}, {'text': 'Azov', 'indices': [42, 47]}]"
1959,,1553939334528729090,2022-08-01 03:03:02,0,"Ite Pedicabo te ipsum, Putin!
(Latin)

#FuckPutin #RussianWarCrimes #RussiaWarCrimes #StandWithUkraine","[{'text': 'FuckPutin', 'indices': [39, 49]}, {'text': 'RussianWarCrimes', 'indices': [50, 67]}, {'text': 'RussiaWarCrimes', 'indices': [68, 84]}, {'text': 'StandWithUkraine', 'indices': [85, 102]}]"
1960,18 country offices in Asia  ,1553939344590868482,2022-08-01 03:03:05,0,"Instability &amp; conflict has led to political fragmentation in the #Myanmar-#China border regions. Armed actors continue to establish profitable businesses, and maintain control over local economies. Read more: 
@XCEPT_Research https://t.co/eoQ5pIcPXC","[{'text': 'Myanmar', 'indices': [69, 77]}, {'text': 'China', 'indices': [78, 84]}]"
1961,Kenya,1553939381471383553,2022-08-01 03:03:13,1,"We've Got All You Want Whenever You Need It. 
#PresidentialDebatesKe2022 #DeputyPresidentialDebate2022 #ugali #UngaTunao #Food #Ukraine #gas #heatwave #Russia #agriculture #maize #wheat #soya #fuel #trucks #Truckers #Africa #Zambia #Kenya #Tanzania #SDGs #Fintech https://t.co/LPl6sMMC0J","[{'text': 'PresidentialDebatesKe2022', 'indices': [46, 72]}, {'text': 'DeputyPresidentialDebate2022', 'indices': [73, 102]}, {'text': 'ugali', 'indices': [103, 109]}, {'text': 'UngaTunao', 'indices': [110, 120]}, {'text': 'Food', 'indices': [121, 126]}, {'text': 'Ukraine', 'indices': [127, 135]}, {'text': 'gas', 'indices': [136, 140]}, {'text': 'heatwave', 'indices': [141, 150]}, {'text': 'Russia', 'indices': [151, 158]}, {'text': 'agriculture', 'indices': [159, 171]}, {'text': 'maize', 'indices': [172, 178]}, {'text': 'wheat', 'indices': [179, 185]}, {'text': 'soya', 'indices': [186, 191]}, {'text': 'fuel', 'indices': [192, 197]}, {'text': 'trucks', 'indices': [198, 205]}, {'text': 'Truckers', 'indices': [206, 215]}, {'text': 'Africa', 'indices': [216, 223]}, {'text': 'Zambia', 'indices': [224, 231]}, {'text': 'Kenya', 'indices': [232, 238]}, {'text': 'Tanzania', 'indices': [239, 248]}, {'text': 'SDGs', 'indices': [249, 254]}, {'text': 'Fintech', 'indices': [255, 263]}]"
1962,,1553939389704654850,2022-08-01 03:03:15,0,Russia is the shit stirrer in the neighborhood.  #RussiaIsATerroristState https://t.co/w2vIUKYns2,"[{'text': 'RussiaIsATerroristState', 'indices': [49, 73]}]"
1963,,1553939403902398465,2022-08-01 03:03:19,0,"Dutch Farmer Speaks https://t.co/rB1J461MJd
Get these farmers some GUNS!
GET your friends/family to COMMIT to vote out Dems/RINOs!
#MAGA #2A #MedicalTyranny #ElectionIntegrity #gas #gasprice #gasprices #oil #economy #recession #vote #USA #guns #4chan #pedopeter #war #fight #ammo","[{'text': 'MAGA', 'indices': [131, 136]}, {'text': '2A', 'indices': [137, 140]}, {'text': 'MedicalTyranny', 'indices': [141, 156]}, {'text': 'ElectionIntegrity', 'indices': [157, 175]}, {'text': 'gas', 'indices': [176, 180]}, {'text': 'gasprice', 'indices': [181, 190]}, {'text': 'gasprices', 'indices': [191, 201]}, {'text': 'oil', 'indices': [202, 206]}, {'text': 'economy', 'indices': [207, 215]}, {'text': 'recession', 'indices': [216, 226]}, {'text': 'vote', 'indices': [227, 232]}, {'text': 'USA', 'indices': [233, 237]}, {'text': 'guns', 'indices': [238, 243]}, {'text': '4chan', 'indices': [244, 250]}, {'text': 'pedopeter', 'indices': [251, 261]}, {'text': 'war', 'indices': [262, 266]}, {'text': 'fight', 'indices': [267, 273]}, {'text': 'ammo', 'indices': [274, 279]}]"
1964,"Johannesburg, South Africa",1553939423317852160,2022-08-01 03:03:23,0,"@mhmck Remember world there is still a war in Ukraine.

People are dying everyday! Don't turn your focus away
Victory and glory for #UKRAINE","[{'text': 'UKRAINE', 'indices': [132, 140]}]"
1965,"Fort Collins, CO",1553939463906025473,2022-08-01 03:03:33,4,New logo of #Ukraine military intelligence - an owl holding a sword over #Russia. Owls kill &amp; eat bats. Bat is a symbol of Russian Spetsnaz https://t.co/PXQjU4QsZL,"[{'text': 'Ukraine', 'indices': [12, 20]}, {'text': 'Russia', 'indices': [73, 80]}]"
1966,"Massachusetts, USA",1553939508810457089,2022-08-01 03:03:44,1,🇮🇳 #India |  has begun moving troops to the border in anticipation of a more than likely imminent war between 🇨🇳 #China and 🇹🇼 #Taiwan,"[{'text': 'India', 'indices': [3, 9]}, {'text': 'China', 'indices': [113, 119]}, {'text': 'Taiwan', 'indices': [127, 134]}]"
1967,,1553939534458617857,2022-08-01 03:03:50,0,"#Biden is encouraging youth to pursue all forms of gender-affirmation even in states where such procedures are prohibited (including sex-reassignment surgery).Dr. Rachel Levine, the asst. secretary for health at the U.S. Department Health &amp; Human Services says follow your hearts https://t.co/15J7UvRYC7","[{'text': 'Biden', 'indices': [0, 6]}]"
1968,Texas,1553939557996978176,2022-08-01 03:03:56,2,"Remember this bustard #zelensky was INSTRUMENTAL and essential to #Impeachment for what ? WHAT ? Withholding 400 Million of the TRILLIONS sent over there by GEORGE H. W. Bush in 1991 . Now celebrated as A GREAT REPUBLICAN by democrats . We are asleep.
 
These ICEHOLE dems ! https://t.co/lrFIJ9pxWD","[{'text': 'zelensky', 'indices': [22, 31]}, {'text': 'Impeachment', 'indices': [66, 78]}]"
1969,"Johannesburg, South Africa",1553939561142571010,2022-08-01 03:03:56,1,"@KyivIndependent Remember world there is still a war in Ukraine.

People are dying everyday! Don't turn your focus away
WE MUST ALL STAND WITH #UKRAINE TO WIN THIS WAR","[{'text': 'UKRAINE', 'indices': [143, 151]}]"
