,location,tweetid,timestamp,retweetcount,text,hashtags
3485,"Northern Ireland, United Kingd",1553968934277234689,2022-08-01 05:00:39,0,"Does anyone know what happened to our 2 British Soldiers who #Volunteered for #Ukraine army also the Moroccan fella, things on that doorstep been quiet lately","[{'text': 'Volunteered', 'indices': [61, 73]}, {'text': 'Ukraine', 'indices': [78, 86]}]"
3486,"Lagos, Nigeria",1553968942007328771,2022-08-01 05:00:41,0,"Be merciful in this new month oh Lord

#BBNaija #Serbia  #JACKBAM_KPOPMASTERZBKK","[{'text': 'BBNaija', 'indices': [39, 47]}, {'text': 'Serbia', 'indices': [48, 55]}, {'text': 'JACKBAM_KPOPMASTERZBKK', 'indices': [57, 80]}]"
3487,Europe,1553969020998647808,2022-08-01 05:01:00,0,Hacktivist group #Anonymous is using six top techniques to 'embarrass' #Russia https://t.co/vToI8cS8gH by @MonicaPitrelli,"[{'text': 'Anonymous', 'indices': [17, 27]}, {'text': 'Russia', 'indices': [71, 78]}]"
3488,,1553969027739009025,2022-08-01 05:01:02,0,"Ite Pedicabo te ipsum, Putin!
(Latin)

#RussianWarCrimes #FuckPutin #RussiaWarCrimes #Ukraine","[{'text': 'RussianWarCrimes', 'indices': [39, 56]}, {'text': 'FuckPutin', 'indices': [57, 67]}, {'text': 'RussiaWarCrimes', 'indices': [68, 84]}, {'text': 'Ukraine', 'indices': [85, 93]}]"
3489,"Liverpool, UK",1553969068461494276,2022-08-01 05:01:11,0,@dpeleschuk @ChristopherJM @tateliverpool any chance you can find a way to bring this exhibition to Liverpool? #art #Tate #Lviv #Ukraine️ #UkraineArt #Prymachenko #folkart,"[{'text': 'art', 'indices': [111, 115]}, {'text': 'Tate', 'indices': [116, 121]}, {'text': 'Lviv', 'indices': [122, 127]}, {'text': 'Ukraine️', 'indices': [128, 137]}, {'text': 'UkraineArt', 'indices': [138, 149]}, {'text': 'Prymachenko', 'indices': [150, 162]}, {'text': 'folkart', 'indices': [163, 171]}]"
3490,,1553969126724362240,2022-08-01 05:01:25,0,Why this Democrat thinks Biden must resign — before the midterms #SmartNews ⁦@TheDemocrats⁩ #biden  https://t.co/7e6xgW3qOY,"[{'text': 'SmartNews', 'indices': [65, 75]}, {'text': 'biden', 'indices': [92, 98]}]"
3491,"Suceava, România",1553969180851970048,2022-08-01 05:01:38,0,🇷🇺⛑ Our fighters never forget about helping local residents. Humanitarian actions are carried out daily in all the liberated territories. Caring for the civilian population is one of the priorities of the #Russian Army. https://t.co/L0hxeDzhRH,"[{'text': 'Russian', 'indices': [205, 213]}]"
3492,,1553969199969615872,2022-08-01 05:01:43,0,"Study History and you will not hate, but love humanity and the all World. #Kosovo #KosovoSerbia #Peace @avucic All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood","[{'text': 'Kosovo', 'indices': [74, 81]}, {'text': 'KosovoSerbia', 'indices': [82, 95]}, {'text': 'Peace', 'indices': [96, 102]}]"
3493,Always Somewhere,1553969200900841473,2022-08-01 05:01:43,0,@WillMeyerPA One can always make use of more followers :-) #BlueCrew,"[{'text': 'BlueCrew', 'indices': [59, 68]}]"
3494,Frankenberg/Sachsen ,1553969212519026690,2022-08-01 05:01:46,0,"This is why I love NATO: always vigilant, resolute and balanced quick. #KFOR #Kosovo https://t.co/nc4F7JWj0l","[{'text': 'KFOR', 'indices': [71, 76]}, {'text': 'Kosovo', 'indices': [77, 84]}]"
3495,,1553969236426498049,2022-08-01 05:01:51,0,@VladimirJagodic @misabrencic @nexta_tv Realistically speaking I can't imagine there are many more countries which after so many years would decide to back #Kosovo right now. That's why I think your argument is moot.,"[{'text': 'Kosovo', 'indices': [156, 163]}]"
3496,,1553969280865210368,2022-08-01 05:02:02,0,"Ite Pedicabo te ipsum, Putin!
(Latin)

#RussiaWarCrimes #UkraineRussiaWar #UkraineUnderAttack #StopRussianAggression","[{'text': 'RussiaWarCrimes', 'indices': [39, 55]}, {'text': 'UkraineRussiaWar', 'indices': [56, 73]}, {'text': 'UkraineUnderAttack', 'indices': [74, 93]}, {'text': 'StopRussianAggression', 'indices': [94, 116]}]"
3497,,1553969296052817922,2022-08-01 05:02:06,0,@SugarDonaghy @good4green @typicalturner1 @SusanLynch22 @rabidfemininist @KellieWesley1 @Coca44791276 @nanabro45 @carimc @NicholeHiltz @emb2emj @TracyLReece1 @Winners786 @dd_winn @sarah_b1999 @janabwise @86d45on113 @SchmollSandy @language1230 Thanks Sugar 💙#BlueCrew 🌿,"[{'text': 'BlueCrew', 'indices': [257, 266]}]"
3498,Near Zagan,1553969300557467649,2022-08-01 05:02:07,0,"#China never forgets history, and #Putin thinks he has an ally🤣https://t.co/hmLckOlbKX #Pelosi #Biden #Ukraine #Inflation #Taiwan #Japan #WW3 #LetsNukeChina #Dontsaywedidnotwarnyou","[{'text': 'China', 'indices': [0, 6]}, {'text': 'Putin', 'indices': [34, 40]}, {'text': 'Pelosi', 'indices': [87, 94]}, {'text': 'Biden', 'indices': [95, 101]}, {'text': 'Ukraine', 'indices': [102, 110]}, {'text': 'Inflation', 'indices': [111, 121]}, {'text': 'Taiwan', 'indices': [122, 129]}, {'text': 'Japan', 'indices': [130, 136]}, {'text': 'WW3', 'indices': [137, 141]}, {'text': 'LetsNukeChina', 'indices': [142, 156]}, {'text': 'Dontsaywedidnotwarnyou', 'indices': [157, 180]}]"
3499,"Las Vegas, NV",1553969306102140928,2022-08-01 05:02:08,0,"@AZ_Brittney 💙👍💙
#BlueCrew 
It is the way.","[{'text': 'BlueCrew', 'indices': [17, 26]}]"
3500,"Paris, France",1553969313324814336,2022-08-01 05:02:10,0,Hey @KingJames what about this guy? We know you don’t care because he is not black. #BLM #Trump #MAGA #FoxNews #Russia #Griner https://t.co/H9bkkum32t,"[{'text': 'BLM', 'indices': [84, 88]}, {'text': 'Trump', 'indices': [89, 95]}, {'text': 'MAGA', 'indices': [96, 101]}, {'text': 'FoxNews', 'indices': [102, 110]}, {'text': 'Russia', 'indices': [111, 118]}, {'text': 'Griner', 'indices': [119, 126]}]"
3501,,1553969319901646848,2022-08-01 05:02:11,1,"#Latvian Foreign Minister Edgars Rinkevics said that the cruelty of the #Russian invaders in the war against #Ukraine resembles the actions of ISIS militants.1/2⬇️
#UkraineWar #UkraineWillWin
#Ukrainian #UkraineRussianWar #UkrainianArmy https://t.co/wmNUq1RSeS","[{'text': 'Latvian', 'indices': [0, 8]}, {'text': 'Russian', 'indices': [72, 80]}, {'text': 'Ukraine', 'indices': [109, 117]}, {'text': 'UkraineWar', 'indices': [164, 175]}, {'text': 'UkraineWillWin', 'indices': [176, 191]}, {'text': 'Ukrainian', 'indices': [192, 202]}, {'text': 'UkraineRussianWar', 'indices': [203, 221]}, {'text': 'UkrainianArmy', 'indices': [222, 236]}]"
3502,,1553969322309177346,2022-08-01 05:02:12,3,"Rinkevics noted that the #European Union should declare #Russia a state sponsor of terrorism, in particular, after the murder of #Ukrainian prisoners of war in Yelenovka. 2/2
#russiaisaterrorisstate #UkraineWar #Ukraine️ #UkraineWillWin #UkraineRussianWar #UkrainianArmy","[{'text': 'European', 'indices': [25, 34]}, {'text': 'Russia', 'indices': [56, 63]}, {'text': 'Ukrainian', 'indices': [129, 139]}, {'text': 'russiaisaterrorisstate', 'indices': [175, 198]}, {'text': 'UkraineWar', 'indices': [199, 210]}, {'text': 'Ukraine️', 'indices': [211, 220]}, {'text': 'UkraineWillWin', 'indices': [221, 236]}, {'text': 'UkraineRussianWar', 'indices': [237, 255]}, {'text': 'UkrainianArmy', 'indices': [256, 270]}]"
3503,"Venice, CA",1553969340856164352,2022-08-01 05:02:16,0,"@AriMelber @WSJ @GerberKawasaki Such BS. trump admin teed up #inflation when Mnuchin started handing out billions like a drunken sailor, then fueled by #SupplyChain probs and #UkraineWar. Now #republicans want to blame Biden for pandemic era stimulus spending  😂😂😂 #wind #solar #tesla","[{'text': 'inflation', 'indices': [61, 71]}, {'text': 'SupplyChain', 'indices': [152, 164]}, {'text': 'UkraineWar', 'indices': [175, 186]}, {'text': 'republicans', 'indices': [192, 204]}, {'text': 'wind', 'indices': [265, 270]}, {'text': 'solar', 'indices': [271, 277]}, {'text': 'tesla', 'indices': [278, 284]}]"
3504,UKR,1553969369851502593,2022-08-01 05:02:23,0,"Türkiye: the first shipment of #Ukraine grain will be leaving #Odessa and heading towards #Lebanon today. 

This falls within the scope of the UN-mediated grain corridor agreement.","[{'text': 'Ukraine', 'indices': [31, 39]}, {'text': 'Odessa', 'indices': [62, 69]}, {'text': 'Lebanon', 'indices': [90, 98]}]"
3505,"San Antonio, TX",1553969395491393536,2022-08-01 05:02:29,1,"Everything you need to know about Skull And Bones. Pre-order the game. Release Date November 8th, 2022.

#skullandbones #PlayStation #Xbox #PC #AmazonLuna #GoogleStadium #NFTs #NFT #nsfwtwt
#NATO #nftart #NFTGiveaway #XRP
#XRPUSD #BTC #binance #ETH #JHOPE

https://t.co/foQQTOHSWP","[{'text': 'skullandbones', 'indices': [105, 119]}, {'text': 'PlayStation', 'indices': [120, 132]}, {'text': 'Xbox', 'indices': [133, 138]}, {'text': 'PC', 'indices': [139, 142]}, {'text': 'AmazonLuna', 'indices': [143, 154]}, {'text': 'GoogleStadium', 'indices': [155, 169]}, {'text': 'NFTs', 'indices': [170, 175]}, {'text': 'NFT', 'indices': [176, 180]}, {'text': 'nsfwtwt', 'indices': [181, 189]}, {'text': 'NATO', 'indices': [190, 195]}, {'text': 'nftart', 'indices': [196, 203]}, {'text': 'NFTGiveaway', 'indices': [204, 216]}, {'text': 'XRP', 'indices': [217, 221]}, {'text': 'XRPUSD', 'indices': [222, 229]}, {'text': 'BTC', 'indices': [230, 234]}, {'text': 'binance', 'indices': [235, 243]}, {'text': 'ETH', 'indices': [244, 248]}, {'text': 'JHOPE', 'indices': [249, 255]}]"
3506,,1553969422058266625,2022-08-01 05:02:36,1,"#biden #TheBigGuy #Hunter #BidenCrimeFamilly  #HunterBidenLaptop 
Joe would always get oddly defensive when asked about Hunter’s business. Remember this exchange with a concerned citizen? “Look fat” “Get your words straight, Jack” 🤦🏼‍♂️ Joe is a pathological liar and a total POS https://t.co/47Eet2V4uR https://t.co/Bunn9EKTjv","[{'text': 'biden', 'indices': [0, 6]}, {'text': 'TheBigGuy', 'indices': [7, 17]}, {'text': 'Hunter', 'indices': [18, 25]}, {'text': 'BidenCrimeFamilly', 'indices': [26, 44]}, {'text': 'HunterBidenLaptop', 'indices': [46, 64]}]"
3507,Egypt,1553969436465537024,2022-08-01 05:02:39,0,"WWIII is here
Just need a trigger
#war","[{'text': 'war', 'indices': [34, 38]}]"
3508,U.S.A.,1553969440450027522,2022-08-01 05:02:40,16,"Anatoly Chubais who criticized Putin’s invasion of #Ukraine reportedly hospitalized, “feared poisoned.”   https://t.co/cSJj7fUhFG","[{'text': 'Ukraine', 'indices': [51, 59]}]"
3509,"Lagos, Nigeria",1553969483139764224,2022-08-01 05:02:50,0,"@PatriciaSwitch please return our money 🙏don’t use ur app to scam us 

@instablog9ja @bod_republic @Biesloadednaija @leobloggers #Kosovo #BBNaija7 https://t.co/nmTQljtdCW","[{'text': 'Kosovo', 'indices': [129, 136]}, {'text': 'BBNaija7', 'indices': [137, 146]}]"
3510,,1553969528605999104,2022-08-01 05:03:01,1,"'Poor Herman Monster” looks like there are plenty of women who would want him to impregnate them.😂
#BlueCrew
“Women Against Matt Gaetz' group explodes with 1,300 members in first two days https://t.co/5MGrGGPME8","[{'text': 'BlueCrew', 'indices': [99, 108]}]"
3511,,1553969533962035203,2022-08-01 05:03:02,0,"Mur fuck lilek innifsek, Putin!
(Maltese)

#PutinWarCrimes #StandWithUkraine #Ukraine #RussiaWarCrimes","[{'text': 'PutinWarCrimes', 'indices': [43, 58]}, {'text': 'StandWithUkraine', 'indices': [59, 76]}, {'text': 'Ukraine', 'indices': [77, 85]}, {'text': 'RussiaWarCrimes', 'indices': [86, 102]}]"
3512,Dubai,1553969600303448065,2022-08-01 05:03:18,1,"#Kosovo’s government postpones for a month the implementation of new border rules that sparked tensions in the north of the country where ethnic Serbs blocked roads and unknown gunmen fired on police.

https://t.co/JO0TrKn86u","[{'text': 'Kosovo', 'indices': [0, 7]}]"
3513,"Brooklyn, NY",1553969609513897984,2022-08-01 05:03:20,0,"@mrcloudyishere and #StandWithUkraine
Thanks, @mityapisliak https://t.co/xccW0TcjjI","[{'text': 'StandWithUkraine', 'indices': [20, 37]}]"
3514,Deutschland,1553969609166016512,2022-08-01 05:03:20,1,Thanks so much to those of you like @SugarDonaghy  who help us smaller accounts amplify our voices and connect to other like minded friends and followers. Proud to be part of the #bluecrew.,"[{'text': 'bluecrew', 'indices': [179, 188]}]"
3515,Україна понад усе ,1553969651910164487,2022-08-01 05:03:31,1,"This is real Russia
#Russia #Russian #russiaisaterrorisstate #Ukraine️ #UkraineRussianWar #RussiaTerroristState #StopRussiaNOW #StopPutin #Россия #СВО #ВеликаяРоссия #спецоперация 
@ABaerbock  @RegSprecher @MinPres @SenPatRoberts @SenMarkey @JimInhofe @BernieSanders @SenWarren https://t.co/HNgehV2UMY","[{'text': 'Russia', 'indices': [20, 27]}, {'text': 'Russian', 'indices': [28, 36]}, {'text': 'russiaisaterrorisstate', 'indices': [37, 60]}, {'text': 'Ukraine️', 'indices': [61, 70]}, {'text': 'UkraineRussianWar', 'indices': [71, 89]}, {'text': 'RussiaTerroristState', 'indices': [90, 111]}, {'text': 'StopRussiaNOW', 'indices': [112, 126]}, {'text': 'StopPutin', 'indices': [127, 137]}, {'text': 'Россия', 'indices': [138, 145]}, {'text': 'СВО', 'indices': [146, 150]}, {'text': 'ВеликаяРоссия', 'indices': [151, 165]}, {'text': 'спецоперация', 'indices': [166, 179]}]"
3516,México,1553969656314183683,2022-08-01 05:03:32,0,@DarthPutinKGB @RussianEmbassy Epic tweet @DarthPutinKGB 🙌 Thought 💭 calling by it’s name the #War in Ukraine 🇺🇦 was unacceptable 😏,"[{'text': 'War', 'indices': [94, 98]}]"
3517,,1553969689176395777,2022-08-01 05:03:39,2,"Let's help @BabaRaisin get closer to 1,000 this weekend. We can help this resister &amp; fellow #BlueCrew tweep.","[{'text': 'BlueCrew', 'indices': [96, 105]}]"
3518,Edge of The Outback Australia,1553969723972276224,2022-08-01 05:03:48,0,"@0liviajulianna @TBlountNews @BetoORourke Keep doing what you are doing @Oliviajulianna 
You are making a huge difference for so many, you go girl.
#BlueCrew","[{'text': 'BlueCrew', 'indices': [148, 157]}]"
3519,Mexico,1553969727881584641,2022-08-01 05:03:49,0,@ADoseOfAdam @Misha94804198 They need to learn and except Asians and black people into #Ukraine️ instead of the utopia of Slavic women and the chosen men of the bible that nerdy fascist politicians have created. They chose Nazism because they don't want black people and Asians share their country with them,"[{'text': 'Ukraine️', 'indices': [87, 96]}]"
3520,"Tallahassee, FL",1553969735376769024,2022-08-01 05:03:50,0,@AZ_Brittney Good night!! #bluecrew,"[{'text': 'bluecrew', 'indices': [26, 35]}]"
3521,"LA, Accra Ghana",1553969774287273984,2022-08-01 05:04:00,2,"We’ve done what only few can do 🔥🔥 B.A (Hons) Bagged. Thank you @Babcock_Univ for this rare opportunity. Congratulations to everyone who came, fought and conquered. #Serbia #BLACKPINK #Kosovo #JACKBAM_KPOPMASTERZBKK #NATO #BBNaija7 #BeautyTukura #TREASURE #HOBIPALO0ZA https://t.co/aFAxfQmZ80","[{'text': 'Serbia', 'indices': [165, 172]}, {'text': 'BLACKPINK', 'indices': [173, 183]}, {'text': 'Kosovo', 'indices': [184, 191]}, {'text': 'JACKBAM_KPOPMASTERZBKK', 'indices': [192, 215]}, {'text': 'NATO', 'indices': [216, 221]}, {'text': 'BBNaija7', 'indices': [222, 231]}, {'text': 'BeautyTukura', 'indices': [232, 245]}, {'text': 'TREASURE', 'indices': [246, 255]}, {'text': 'HOBIPALO0ZA', 'indices': [256, 268]}]"
3522,Tokyo Japan,1553969825919029250,2022-08-01 05:04:12,0,"Russian soldier are crazy.
They don't have human heart.

#StopRussianAggression 
#StopWar 
#StandWithUkraine https://t.co/ftdERNsOdm","[{'text': 'StopRussianAggression', 'indices': [57, 79]}, {'text': 'StopWar', 'indices': [81, 89]}, {'text': 'StandWithUkraine', 'indices': [91, 108]}]"
3523,,1553969826200264705,2022-08-01 05:04:12,5,@RussianEmbassy @mfa_russia Your enemy is NOT in #Russia 🇷🇺 https://t.co/heiIRvDEM3,"[{'text': 'Russia', 'indices': [49, 56]}]"
3524,,1553969833795936258,2022-08-01 05:04:14,0,"Data shows Schumer-Manchin deal raises taxes on earners under $400K, GOP says #SmartNews #Biden lied. #taxincrease #taxes https://t.co/PphQkJCwtw","[{'text': 'SmartNews', 'indices': [78, 88]}, {'text': 'Biden', 'indices': [89, 95]}, {'text': 'taxincrease', 'indices': [102, 114]}, {'text': 'taxes', 'indices': [115, 121]}]"
3525,,1553969883897004034,2022-08-01 05:04:26,0,"President Vladimir Putin on Sunday inked a new nonmilitary doctrine that cast the #UnitedStates as Russia’s main rival and set out #Russia’s global maritime intentions for pivotal areas similar as the Arctic and the #BlackSea.

https://t.co/oDK0mFBODi","[{'text': 'UnitedStates', 'indices': [82, 95]}, {'text': 'Russia', 'indices': [131, 138]}, {'text': 'BlackSea', 'indices': [216, 225]}]"
3526,,1553969950234013696,2022-08-01 05:04:42,0,#Biden's surprise win will bring economic as well as #Political benefits - Financial Times https://t.co/rWiIH4uEbW,"[{'text': 'Biden', 'indices': [0, 6]}, {'text': 'Political', 'indices': [53, 63]}]"
3527,"Norwich, CT",1553969997487263746,2022-08-01 05:04:53,0,"@EldieJune @TkMelly What a child you are.
@POTUS just gave away #Afganistan, #UkraineWar still going.  Gee do you think this is kind of poor-sided swap?
I guess we need another two countries blowing each other up because this guy is out.
Shortsighted jokers on here.
#TrumpWasRightAboutEverything","[{'text': 'Afganistan', 'indices': [64, 75]}, {'text': 'UkraineWar', 'indices': [77, 88]}, {'text': 'TrumpWasRightAboutEverything', 'indices': [267, 296]}]"
3528,p/t NT AUS p/t PL ,1553970006911700994,2022-08-01 05:04:55,0,@mfa_russia @iaeaorg @RusEmbUSA @MFA_Ukraine @RussiaUN @RusMission_EU @mission_russian @mission_rf @Amb_Ulyanov @RF_OSCE why did you put heavy arms there and are pounding Ukr settlements from there? I know: it is because #russiaisaterrorisstate #GenocideOfUkrainians #PutinWarCriminal,"[{'text': 'russiaisaterrorisstate', 'indices': [221, 244]}, {'text': 'GenocideOfUkrainians', 'indices': [245, 266]}, {'text': 'PutinWarCriminal', 'indices': [267, 284]}]"
3529,Islamabad,1553970042932445187,2022-08-01 05:05:04,0,"#Exclusive 
.
'#Russian shelling on #Mykolayiv last night'; 
#armukrainanow #RussiaUkraineWar https://t.co/ubB41bRQ9F","[{'text': 'Exclusive', 'indices': [0, 10]}, {'text': 'Russian', 'indices': [15, 23]}, {'text': 'Mykolayiv', 'indices': [36, 46]}, {'text': 'armukrainanow', 'indices': [61, 75]}, {'text': 'RussiaUkraineWar', 'indices': [76, 93]}]"
3530,Украина,1553970049760763905,2022-08-01 05:05:05,0,Just a reminder that #RussiaIsATerroristState https://t.co/pmiucTKhdp,"[{'text': 'RussiaIsATerroristState', 'indices': [21, 45]}]"
3531,United States,1553970058354900992,2022-08-01 05:05:07,117,Be sure you are following me. I’m going to win the Mega Millions jackpot and split it with my followers and #BlueCrew! 💙,"[{'text': 'BlueCrew', 'indices': [108, 117]}]"
3532,"Ajah, Lekki Lagos",1553970070828769284,2022-08-01 05:05:10,0,"Welcome August 2022!

#AheadWey  #MondayMotivaton
 #NATO  #home https://t.co/J6dEhEt7OH","[{'text': 'AheadWey', 'indices': [22, 31]}, {'text': 'MondayMotivaton', 'indices': [33, 49]}, {'text': 'NATO', 'indices': [51, 56]}, {'text': 'home', 'indices': [58, 63]}]"
