,location,tweetid,timestamp,retweetcount,text,hashtags
2662,Brighton MI 48116,1553953697302036480,2022-08-01 04:00:07,0,"Take a look at this 1999-P Jefferson Nickel 
Only : $1.75
Silver #Nickel #Nickels #Jefferson #War
Add this 1999-P Jefferson Nickel to your collection today! *Stock image shown https://t.co/g25ssLesAg https://t.co/cHkWeHD3is","[{'text': 'Nickel', 'indices': [65, 72]}, {'text': 'Nickels', 'indices': [73, 81]}, {'text': 'Jefferson', 'indices': [82, 92]}, {'text': 'War', 'indices': [93, 97]}]"
2663,Sousse,1553953703329144832,2022-08-01 04:00:08,0,"Thanks to  Stephen Morin @RadDreamSteve
for this photo about Lanyu.
Lanyu, also known as Orchid Island, is a 45 km2 (17 sq mi) Taiwanese volcanic island off the southeastern coast of Taiwan.
#VisitTaiwan #PicturesAboutTaiwan #Taiwan https://t.co/wgcLkGYteR","[{'text': 'VisitTaiwan', 'indices': [191, 203]}, {'text': 'PicturesAboutTaiwan', 'indices': [204, 224]}, {'text': 'Taiwan', 'indices': [225, 232]}]"
2664,Hong Kong,1553953729166147585,2022-08-01 04:00:14,2,"US ban on Chinese solar products could ‘create opportunities’ for India #China #china #India #SolarEnergy 
https://t.co/b8GWqO82e3 https://t.co/5PjjpxDiXM","[{'text': 'China', 'indices': [72, 78]}, {'text': 'china', 'indices': [79, 85]}, {'text': 'India', 'indices': [86, 92]}, {'text': 'SolarEnergy', 'indices': [93, 105]}]"
2665,,1553953789308182529,2022-08-01 04:00:29,0,#f1jp So ny X Pe ria 5 G #ukraine,"[{'text': 'f1jp', 'indices': [0, 5]}, {'text': 'ukraine', 'indices': [25, 33]}]"
2666,,1553953803556114434,2022-08-01 04:00:32,0,#drones #Russia Russia Says 5 Ukrainian Drones Shot Down over Past Day - See https://t.co/QdZmRhKTtf,"[{'text': 'drones', 'indices': [0, 7]}, {'text': 'Russia', 'indices': [8, 15]}]"
2667,Guangdong,1553953817590239232,2022-08-01 04:00:35,0,"30cm, 2A, 300,000 pieces, to $0.07😂
#heigeshop #USB #WEURO2022  #Kosovo #cheap https://t.co/MUZNZgnQoU","[{'text': 'heigeshop', 'indices': [36, 46]}, {'text': 'USB', 'indices': [47, 51]}, {'text': 'WEURO2022', 'indices': [52, 62]}, {'text': 'Kosovo', 'indices': [64, 71]}, {'text': 'cheap', 'indices': [72, 78]}]"
2668,,1553953842730913792,2022-08-01 04:00:41,0,"The Egyptian new capital is actually built by #China under its Belt and Road Initiative.

#Egypt #BeltRoadInitiative

https://t.co/rkQUjYSafW","[{'text': 'China', 'indices': [46, 52]}, {'text': 'Egypt', 'indices': [90, 96]}, {'text': 'BeltRoadInitiative', 'indices': [97, 116]}]"
2669,,1553953845994299393,2022-08-01 04:00:42,0,I deeply appreciate any bitcoin whales who’d send me 200 BTC or something. My btc address is on my profile’s Tip icon.  #NATO #Bitcoin #binance,"[{'text': 'NATO', 'indices': [120, 125]}, {'text': 'Bitcoin', 'indices': [126, 134]}, {'text': 'binance', 'indices': [135, 143]}]"
2670,London and New York,1553953851421511680,2022-08-01 04:00:43,0,"China’s passenger vehicle (PV) market sharply recovered in June 2022 on the lifting of an strict, extended lockdown in Shanghai and strong consumer stimulus packages offered by the central and local governments. READ MORE: https://t.co/3xps7k1daC

#china #chinabusiness https://t.co/7rNz4uqIyr","[{'text': 'china', 'indices': [248, 254]}, {'text': 'chinabusiness', 'indices': [255, 269]}]"
2671,London,1553953852075950080,2022-08-01 04:00:44,1,"JF #Renewables forges #Taiwan ties

#ConnectingGreenTalent #WindPower #WindEnergy #OffshoreWind

https://t.co/H5ydHEIEBj","[{'text': 'Renewables', 'indices': [3, 14]}, {'text': 'Taiwan', 'indices': [22, 29]}, {'text': 'ConnectingGreenTalent', 'indices': [36, 58]}, {'text': 'WindPower', 'indices': [59, 69]}, {'text': 'WindEnergy', 'indices': [70, 81]}, {'text': 'OffshoreWind', 'indices': [82, 95]}]"
2672,,1553953854869446656,2022-08-01 04:00:44,0,"Chemonics is seeking multiple short-term #TechnicalSpecialists for an ongoing #RuleOfLaw programme that is operating across #Albania, #Bosnia-Herzegovina, #Kosovo, #Montenegro, #NorthMacedonia and #Serbia. With roles from #MandE to #InformationManagement: https://t.co/lh1opv1Bxu","[{'text': 'TechnicalSpecialists', 'indices': [41, 62]}, {'text': 'RuleOfLaw', 'indices': [78, 88]}, {'text': 'Albania', 'indices': [124, 132]}, {'text': 'Bosnia', 'indices': [134, 141]}, {'text': 'Kosovo', 'indices': [155, 162]}, {'text': 'Montenegro', 'indices': [164, 175]}, {'text': 'NorthMacedonia', 'indices': [177, 192]}, {'text': 'Serbia', 'indices': [197, 204]}, {'text': 'MandE', 'indices': [222, 228]}, {'text': 'InformationManagement', 'indices': [232, 254]}]"
2673,Sweden,1553953873441820673,2022-08-01 04:00:49,0,"The #Russians will use the grain shipments to find the naval mines around #Odessa. So, the first caravan, consisting of 16 vessels, will arrive in the #Turkish port of #Izmir on August 3. 
#RussiaInvadedUkraine #russiaisateroriststate #RussianArmy #StopRussia #Putin #Z #Ukraine https://t.co/Ymm6xqxlPw","[{'text': 'Russians', 'indices': [4, 13]}, {'text': 'Odessa', 'indices': [74, 81]}, {'text': 'Turkish', 'indices': [151, 159]}, {'text': 'Izmir', 'indices': [168, 174]}, {'text': 'RussiaInvadedUkraine', 'indices': [189, 210]}, {'text': 'russiaisateroriststate', 'indices': [211, 234]}, {'text': 'RussianArmy', 'indices': [235, 247]}, {'text': 'StopRussia', 'indices': [248, 259]}, {'text': 'Putin', 'indices': [260, 266]}, {'text': 'Z', 'indices': [267, 269]}, {'text': 'Ukraine', 'indices': [270, 278]}]"
2674,,1553953885684764672,2022-08-01 04:00:52,0,@CGMeifangZhang Hoping for the best but don't count on it. It's no accident #Pelosi choose to come this week during the #PLA 95th anniversary celebrations and going to #Taiwan this is Brinkmanship and a force of wills between #China and the #USA over who well control the #PacificRim.,"[{'text': 'Pelosi', 'indices': [76, 83]}, {'text': 'PLA', 'indices': [120, 124]}, {'text': 'Taiwan', 'indices': [168, 175]}, {'text': 'China', 'indices': [226, 232]}, {'text': 'USA', 'indices': [241, 245]}, {'text': 'PacificRim', 'indices': [272, 283]}]"
2675,Nepal,1553953888562139137,2022-08-01 04:00:52,0,"""The Speaker of the US House of Representatives, Nancy Pelosi, is beginning a tour of Singapore, Malaysia, South Korea and Japan, her office says - with no mention of a possible visit to Taiwan""
#NancyPelosi #Asiatour #Taiwan
https://t.co/b5rDcSLFKZ","[{'text': 'NancyPelosi', 'indices': [195, 207]}, {'text': 'Asiatour', 'indices': [208, 217]}, {'text': 'Taiwan', 'indices': [218, 225]}]"
2676,"Oklahoma, USA",1553953917838532609,2022-08-01 04:00:59,0,This is the first picture of flower I ever took🤯🤯🤯#BLACKPINK #princewilliamaffair #420community #420life #NATO https://t.co/LxVcpjktRP,"[{'text': 'BLACKPINK', 'indices': [50, 60]}, {'text': 'princewilliamaffair', 'indices': [61, 81]}, {'text': '420community', 'indices': [82, 95]}, {'text': '420life', 'indices': [96, 104]}, {'text': 'NATO', 'indices': [105, 110]}]"
2677,Germany,1553953942693974018,2022-08-01 04:01:05,0,Accelerating contest between the two military tech competitors #China and #SouthKorea marks another dividing line in the emerging new #ColdWar https://t.co/pjavN3v05Z,"[{'text': 'China', 'indices': [63, 69]}, {'text': 'SouthKorea', 'indices': [74, 85]}, {'text': 'ColdWar', 'indices': [134, 142]}]"
2678,"Chengdu, Sichuan, China",1553953946372214785,2022-08-01 04:01:06,1,"What to eat, buddies?😋
The best #snack for #summer in #China: Jackfruit Sticky #Rice. Feel the softness of the sticky rice and the fresh, fruity smell of the jackfruit with the #sweet osmanthus sauce!
#YouLookYummy #food #foodie #tasty #delicious https://t.co/C9xVrv3XWS","[{'text': 'snack', 'indices': [32, 38]}, {'text': 'summer', 'indices': [43, 50]}, {'text': 'China', 'indices': [54, 60]}, {'text': 'Rice', 'indices': [79, 84]}, {'text': 'sweet', 'indices': [177, 183]}, {'text': 'YouLookYummy', 'indices': [201, 214]}, {'text': 'food', 'indices': [215, 220]}, {'text': 'foodie', 'indices': [221, 228]}, {'text': 'tasty', 'indices': [229, 235]}, {'text': 'delicious', 'indices': [236, 246]}]"
2679,Mystery Island,1553953994405548033,2022-08-01 04:01:17,0,It must make #Putin and #Russians proud to be able to kill more innocent babies https://t.co/TosqEUTCtl,"[{'text': 'Putin', 'indices': [13, 19]}, {'text': 'Russians', 'indices': [24, 33]}]"
2680,"San Diego, CA",1553953999144898560,2022-08-01 04:01:19,5,"Wonder if Moldova PR guy #Grenell turned nasty US ambassador to Germany, knows anything about that #Russian #moneylaundering?  By the way, Moldova had/has an infamous #money #laundering connection with #Scotland..! https://t.co/4jFlA6sDZN","[{'text': 'Grenell', 'indices': [25, 33]}, {'text': 'Russian', 'indices': [99, 107]}, {'text': 'moneylaundering', 'indices': [108, 124]}, {'text': 'money', 'indices': [167, 173]}, {'text': 'laundering', 'indices': [174, 185]}, {'text': 'Scotland', 'indices': [202, 211]}]"
2681,"London, England",1553954023836876800,2022-08-01 04:01:25,0,"4️⃣ tips to create a Twitter marketing strategy for your brand | Linkup China - Chinese PR Agency 

1️⃣ Audit your Twitter account

2️⃣ Find your Twitter Voice

3️⃣ Use Twitter hashtags and trends

4️⃣ Utilise Twitter ads

#LinkupChina #SofaAndChair #London #UK #China https://t.co/xFGpp7qdTP","[{'text': 'LinkupChina', 'indices': [223, 235]}, {'text': 'SofaAndChair', 'indices': [236, 249]}, {'text': 'London', 'indices': [250, 257]}, {'text': 'UK', 'indices': [258, 261]}, {'text': 'China', 'indices': [262, 268]}]"
2682,"NY, Chicago.",1553954038244327425,2022-08-01 04:01:28,0,@joncoopertweets The #Ukraine has fallen for 6 months...failed #sanctions #proxywar $Billions of my $$$ going there and in my gas tank...Grow a pair #Speakup,"[{'text': 'Ukraine', 'indices': [21, 29]}, {'text': 'sanctions', 'indices': [63, 73]}, {'text': 'proxywar', 'indices': [74, 83]}, {'text': 'Speakup', 'indices': [149, 157]}]"
2683,,1553954063506558978,2022-08-01 04:01:34,0,"What it was like to live in a big, smoggy, industrial town in #China before the twin plagues of Trump and COVID-19. @tonip125 https://t.co/BmWOnVObtl https://t.co/7ESkQcEAyC","[{'text': 'China', 'indices': [62, 68]}]"
2684,,1553954064760975361,2022-08-01 04:01:34,26,"These predictions, among other things, assume #China’s regime solves the debt crisis in short order. That, of course, is extremely unlikely. The bond defaults, mortgage boycotts, and bank runs demonstrate the #CCP does not have any viable solutions. https://t.co/HIxhGnG69b","[{'text': 'China', 'indices': [46, 52]}, {'text': 'CCP', 'indices': [209, 213]}]"
2685,"Jaipur, India",1553954070649802752,2022-08-01 04:01:36,0,"Visit Stone Technology Centre- Stone Panorama Magazine, India
Stand number A40281 in Hall A4 at Xiamen Stone Fair 2022, Xiamen, China

#xiamenstonefair #xiamen #china #stoneexports #stonefair #stonefairs #graniteexports #stonefair #tradefair #expo #stoneexporters #marbleexport https://t.co/eyfYd8QH3y","[{'text': 'xiamenstonefair', 'indices': [135, 151]}, {'text': 'xiamen', 'indices': [152, 159]}, {'text': 'china', 'indices': [160, 166]}, {'text': 'stoneexports', 'indices': [167, 180]}, {'text': 'stonefair', 'indices': [181, 191]}, {'text': 'stonefairs', 'indices': [192, 203]}, {'text': 'graniteexports', 'indices': [204, 219]}, {'text': 'stonefair', 'indices': [220, 230]}, {'text': 'tradefair', 'indices': [231, 241]}, {'text': 'expo', 'indices': [242, 247]}, {'text': 'stoneexporters', 'indices': [248, 263]}, {'text': 'marbleexport', 'indices': [264, 277]}]"
2686,Sri Lanka,1553954076911706118,2022-08-01 04:01:37,0,"Good Morning 😊

New #Ukraine 🇺🇦/ #Russia 🇷🇺 Thread 01.08.2022 ( DAY : 159) #UkraineRussiaWar

DAY : 158 FULL THREAD 👇👇
https://t.co/63bOuQ5YUV","[{'text': 'Ukraine', 'indices': [20, 28]}, {'text': 'Russia', 'indices': [33, 40]}, {'text': 'UkraineRussiaWar', 'indices': [75, 92]}]"
2687,,1553954093919776768,2022-08-01 04:01:41,1,Power of #IndianArmy Havildar Achinta Sheuli on winning #GoldMedal in #Weightlifting by lifting a total of 313 Kg (GR) in Men's 73 kg Finals at #CommonwealthGames2022  #QueenLikeBella #AmberHeardIsALiar #GoldMedal #Gold #winners #Serbia #AzadiKaAmritMahotsav #Cheer4India https://t.co/16NJyp6aPC,"[{'text': 'IndianArmy', 'indices': [9, 20]}, {'text': 'GoldMedal', 'indices': [56, 66]}, {'text': 'Weightlifting', 'indices': [70, 84]}, {'text': 'CommonwealthGames2022', 'indices': [144, 166]}, {'text': 'QueenLikeBella', 'indices': [168, 183]}, {'text': 'AmberHeardIsALiar', 'indices': [184, 202]}, {'text': 'GoldMedal', 'indices': [203, 213]}, {'text': 'Gold', 'indices': [214, 219]}, {'text': 'winners', 'indices': [220, 228]}, {'text': 'Serbia', 'indices': [229, 236]}, {'text': 'AzadiKaAmritMahotsav', 'indices': [237, 258]}, {'text': 'Cheer4India', 'indices': [259, 271]}]"
2688,Indonesia,1553954098138923008,2022-08-01 04:01:42,0,"FastBDS From Indonesia - Building the Future of Banking Technologies. It allows banks to make any system:Web Teller System, Mobile Banking and Internet Banking #Opensea #Amazon #Paypal #Taiwan #China #London #Naughty #Lily #HOBIPALO0ZA #Google #Yesbank #BankofBarado #Jilbab #Gold https://t.co/77slr4PCRb","[{'text': 'Opensea', 'indices': [160, 168]}, {'text': 'Amazon', 'indices': [169, 176]}, {'text': 'Paypal', 'indices': [177, 184]}, {'text': 'Taiwan', 'indices': [185, 192]}, {'text': 'China', 'indices': [193, 199]}, {'text': 'London', 'indices': [200, 207]}, {'text': 'Naughty', 'indices': [208, 216]}, {'text': 'Lily', 'indices': [217, 222]}, {'text': 'HOBIPALO0ZA', 'indices': [223, 235]}, {'text': 'Google', 'indices': [236, 243]}, {'text': 'Yesbank', 'indices': [244, 252]}, {'text': 'BankofBarado', 'indices': [253, 266]}, {'text': 'Jilbab', 'indices': [267, 274]}, {'text': 'Gold', 'indices': [275, 280]}]"
2689,Tokyo,1553954115918606337,2022-08-01 04:01:46,1,"Court documents and testimony seen by @Reuters reveal the role played by #Chornobyl’s head of security, Valentin Viter - in detention and being investigated for absenting himself from his post.
@saitomri @m_tsvetkova @SpecialReports #Russia #Ukraine
https://t.co/PT8jtc1v7y","[{'text': 'Chornobyl', 'indices': [73, 83]}, {'text': 'Russia', 'indices': [233, 240]}, {'text': 'Ukraine', 'indices': [241, 249]}]"
2690,,1553954123749400581,2022-08-01 04:01:48,0,"@sumlenny ❤🙏 God's Grace to their family❤🙏

#RestInPower 
#SlavaUkraïni 

🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🙏","[{'text': 'RestInPower', 'indices': [44, 56]}, {'text': 'SlavaUkraïni', 'indices': [58, 71]}]"
2691,Canton,1553954126895190016,2022-08-01 04:01:49,5,Russian in #Warsaw declares intention to initiate Kaliningrad's secession from #Russia https://t.co/r2sLkwQXbL,"[{'text': 'Warsaw', 'indices': [11, 18]}, {'text': 'Russia', 'indices': [79, 86]}]"
2692,Usually Europe..,1553954135866839042,2022-08-01 04:01:51,0,"#kosovo #serbia  This is sadly the truth. 
We are being pushed into a WW3 if this continues. https://t.co/01AfVutNqz","[{'text': 'kosovo', 'indices': [0, 7]}, {'text': 'serbia', 'indices': [8, 15]}]"
2693,,1553954145459023872,2022-08-01 04:01:54,0,This is a robot clone of #Biden https://t.co/as5GikmQl1,"[{'text': 'Biden', 'indices': [25, 31]}]"
2694,,1553954150534234113,2022-08-01 04:01:55,0,@Gerashchenko_en Which #russian culture? Brutality?,"[{'text': 'russian', 'indices': [23, 31]}]"
2695,,1553954157035458560,2022-08-01 04:01:56,0,"Thank you💛💙!
#SlavaUkraini! https://t.co/PCWM5ZkDfS","[{'text': 'SlavaUkraini', 'indices': [13, 26]}]"
2696,With Oscar in spirit ,1553954161565306880,2022-08-01 04:01:57,1,"Help #ukraine persevere 
The Russian cretins are attacking there.  
#IstandwithUkraine 
#Putin a monster, a loser, a pain.
Time to put him to rest 
@potus , Ask Obama how to do it best.
This isn't a joke.
Get rid of that psychotic bloke.","[{'text': 'ukraine', 'indices': [5, 13]}, {'text': 'IstandwithUkraine', 'indices': [68, 86]}, {'text': 'Putin', 'indices': [88, 94]}]"
2697,,1553954179852410881,2022-08-01 04:02:02,0,"Pergi Fuck Yourself, Putin!
(Malay)

#RussiaWarCrimes #RussiaInvadedUkraine #IStandWithUkraine #FuckPutin","[{'text': 'RussiaWarCrimes', 'indices': [37, 53]}, {'text': 'RussiaInvadedUkraine', 'indices': [54, 75]}, {'text': 'IStandWithUkraine', 'indices': [76, 94]}, {'text': 'FuckPutin', 'indices': [95, 105]}]"
2698,"Va Beach, Virginia",1553954185384644608,2022-08-01 04:02:03,0,‘#MoonMan’ $130 Million Opening Puts #China #BoxOffice in New Orbit https://t.co/eeV6OLpqWe https://t.co/Fs3VnE20LJ,"[{'text': 'MoonMan', 'indices': [1, 9]}, {'text': 'China', 'indices': [37, 43]}, {'text': 'BoxOffice', 'indices': [44, 54]}]"
2699,"Baramula, Jammu & Kashmir, Ind",1553954188672937984,2022-08-01 04:02:04,0,"if the size mattered,the elephant would be the #king of the #jungle
#Tigers #tigerday #InternationalTigerDay #fridaymorning #attitude #nature #animals #forest #YOONA #Ukraine #JacksonWang #ZeeNuNew #CommonwealthGames2022 #Vettel #BBNaija #TigerShroff https://t.co/2Q54azWW3V","[{'text': 'king', 'indices': [47, 52]}, {'text': 'jungle', 'indices': [60, 67]}, {'text': 'Tigers', 'indices': [68, 75]}, {'text': 'tigerday', 'indices': [76, 85]}, {'text': 'InternationalTigerDay', 'indices': [86, 108]}, {'text': 'fridaymorning', 'indices': [109, 123]}, {'text': 'attitude', 'indices': [124, 133]}, {'text': 'nature', 'indices': [134, 141]}, {'text': 'animals', 'indices': [142, 150]}, {'text': 'forest', 'indices': [151, 158]}, {'text': 'YOONA', 'indices': [159, 165]}, {'text': 'Ukraine', 'indices': [166, 174]}, {'text': 'JacksonWang', 'indices': [175, 187]}, {'text': 'ZeeNuNew', 'indices': [188, 197]}, {'text': 'CommonwealthGames2022', 'indices': [198, 220]}, {'text': 'Vettel', 'indices': [221, 228]}, {'text': 'BBNaija', 'indices': [229, 237]}, {'text': 'TigerShroff', 'indices': [238, 250]}]"
2700,,1553954195631271936,2022-08-01 04:02:05,0,"Then I previously had added that Pelosi would visit Taiwan. Now it is reported that Pelosi is supposed to arrive in Taiwan from the Philippines to meet Tsai Ing-wen on August 4.
#pelosi #taiwan https://t.co/X6Gms6yTvd","[{'text': 'pelosi', 'indices': [178, 185]}, {'text': 'taiwan', 'indices': [186, 193]}]"
2701,,1553954212811132929,2022-08-01 04:02:10,0,"if the size mattered,the elephant would be the #king of the #jungle
#Tigers #tigerday #InternationalTigerDay #fridaymorning #attitude #nature #animals #forest #YOONA #Ukraine #JacksonWang #ZeeNuNew #CommonwealthGames2022 #Vettel #BBNaija #TigerShroff https://t.co/Ps42fLjEnf","[{'text': 'king', 'indices': [47, 52]}, {'text': 'jungle', 'indices': [60, 67]}, {'text': 'Tigers', 'indices': [68, 75]}, {'text': 'tigerday', 'indices': [76, 85]}, {'text': 'InternationalTigerDay', 'indices': [86, 108]}, {'text': 'fridaymorning', 'indices': [109, 123]}, {'text': 'attitude', 'indices': [124, 133]}, {'text': 'nature', 'indices': [134, 141]}, {'text': 'animals', 'indices': [142, 150]}, {'text': 'forest', 'indices': [151, 158]}, {'text': 'YOONA', 'indices': [159, 165]}, {'text': 'Ukraine', 'indices': [166, 174]}, {'text': 'JacksonWang', 'indices': [175, 187]}, {'text': 'ZeeNuNew', 'indices': [188, 197]}, {'text': 'CommonwealthGames2022', 'indices': [198, 220]}, {'text': 'Vettel', 'indices': [221, 228]}, {'text': 'BBNaija', 'indices': [229, 237]}, {'text': 'TigerShroff', 'indices': [238, 250]}]"
2702,,1553954240133222400,2022-08-01 04:02:16,32,"Melting ice bergs, what an analogy #SummerSlam #Taiwan #BBNaija7 https://t.co/AwZVkzP0mO","[{'text': 'SummerSlam', 'indices': [35, 46]}, {'text': 'Taiwan', 'indices': [47, 54]}, {'text': 'BBNaija7', 'indices': [55, 64]}]"
2703,,1553954248022450177,2022-08-01 04:02:18,0,"Really good news that another war didn't start in Kosovo.

However, war didn't end in #Ukraine . Civilians are killed everyday.

Hellp us to #StopWar . There is the only way: #ArmUkraineNow","[{'text': 'Ukraine', 'indices': [86, 94]}, {'text': 'StopWar', 'indices': [141, 149]}, {'text': 'ArmUkraineNow', 'indices': [175, 189]}]"
2704,東京 千代田区,1553954248916094977,2022-08-01 04:02:18,7,"Hey @elonmusk, you are right about the fake bots. @Twitter loves them. Here are a few from #China. https://t.co/iPxstL999w","[{'text': 'China', 'indices': [91, 97]}]"
2705,,1553954251918888960,2022-08-01 04:02:19,1,When #China attacks #Taiwan you can be certain that China will dump US Treasury Bonds and destabilize our financial system...mass panic on Wall Street and the lying inept Democrats and Biden will do nothing.,"[{'text': 'China', 'indices': [5, 11]}, {'text': 'Taiwan', 'indices': [20, 27]}]"
2706,,1553954262157230084,2022-08-01 04:02:21,1,Webbingbabel: Israeli Army IDF Haversack P37 Combat Pack Khaki https://t.co/ZtabmyxWf8 #Idf #IsraeliTerrorism #RussiaUkraineWar #Ukraine,"[{'text': 'Idf', 'indices': [87, 91]}, {'text': 'IsraeliTerrorism', 'indices': [92, 109]}, {'text': 'RussiaUkraineWar', 'indices': [110, 127]}, {'text': 'Ukraine', 'indices': [128, 136]}]"
2707,"Baramula, Jammu & Kashmir, Ind",1553954260894658561,2022-08-01 04:02:21,1,"if the size mattered,the elephant would be the #king of the #jungle
#Tigers #tigerday #InternationalTigerDay #fridaymorning #attitude #nature #animals #forest #YOONA #Ukraine #JacksonWang #ZeeNuNew #CommonwealthGames2022 #Vettel #BBNaija #TigerShroff https://t.co/l1uT5O0AIv","[{'text': 'king', 'indices': [47, 52]}, {'text': 'jungle', 'indices': [60, 67]}, {'text': 'Tigers', 'indices': [68, 75]}, {'text': 'tigerday', 'indices': [76, 85]}, {'text': 'InternationalTigerDay', 'indices': [86, 108]}, {'text': 'fridaymorning', 'indices': [109, 123]}, {'text': 'attitude', 'indices': [124, 133]}, {'text': 'nature', 'indices': [134, 141]}, {'text': 'animals', 'indices': [142, 150]}, {'text': 'forest', 'indices': [151, 158]}, {'text': 'YOONA', 'indices': [159, 165]}, {'text': 'Ukraine', 'indices': [166, 174]}, {'text': 'JacksonWang', 'indices': [175, 187]}, {'text': 'ZeeNuNew', 'indices': [188, 197]}, {'text': 'CommonwealthGames2022', 'indices': [198, 220]}, {'text': 'Vettel', 'indices': [221, 228]}, {'text': 'BBNaija', 'indices': [229, 237]}, {'text': 'TigerShroff', 'indices': [238, 250]}]"
