tweetid,timestamp,text
1553908483162005507,2022-08-01 01:00:27,"Does Z means this? Kiev, Kharkiv, Odessa, Mariupol

Main Russian targets...

Orcs are failing epicly if it does

#russiaisaterroriststate #Kherson #Mariupol #UkraineRussiaWar https://t.co/AbyzL1DvAD"
1553908509963653122,2022-08-01 01:00:33,"🚨@NATO_KFOR IS PREPARED TO INTERVENE IF STABILITY IS JEOPARDIZED IN THE NORTH OF KOSOVO - monitoring the “tense” situation {of #Serbia} &amp; ""take whatever measures are necessary to keep a safe &amp; secure environment in #Kosovo at all times, in line w/ its UN mandate.” via @ABC #NATO https://t.co/ZN00IGErup"
1553908520600317953,2022-08-01 01:00:36,🔴 LIVE PODCAST: Koof*Koof on @Spreaker #aoc #biden #funny #goodnews #nwo https://t.co/UpPVlxik2h
1553908535221788672,2022-08-01 01:00:39,"Subscribe to our FREE Unleash Africa Newsletter here: 
https://t.co/KV8VHSX5i9
#UnleashAfrica
#Africa
#Russia
#Ukraine
#Egypt
#Sicily
#Syria
MK https://t.co/XQcyACfw3n"
1553908556746739712,2022-08-01 01:00:44,"https://t.co/NOPnnk4jIv #Ukraine

""An explosive device blew up at the headquarters of Russia's Black Sea Fleet"""
1553908579727560704,2022-08-01 01:00:50,"Fully ""vaccinated"", but otherwise young and healthy doctors are killing over like flies in Toronto.  Why the media isn't talking about this story... 

https://t.co/mjEN2hz23y

#biden #recession #monkeypox"
1553908586685730816,2022-08-01 01:00:51,"Universe, Please give me an August to remember. Thank you. ✨

#WEURO2022 #August #Serbia #WEuro2022Final #jhopeAtLollapalooza #aftersun #Mrasheeshshukla #Asheeshvines #uasheesh #iamaja7champ #india #mondaythoughts #MondayMotivation #Mondayvibes #MondayMood https://t.co/zAM2BpWBek"
1553908607854460933,2022-08-01 01:00:56,"Glory to Ukraine and its soldiers 🇺🇦

Death to enemies🔥

#UkrainianFreedomOrchestra #russiaisaterrorisstate #UkraineRussie #SlavaUkraïni #UkraineRussiaWar https://t.co/Gl32Mw22l5"
1553908630151467011,2022-08-01 01:01:02,"Fick dich, Putin!
(German)

#RussiaInvadedUkraine #FuckPutin #RussianWarCrimes #PutinsWar"
1553908637269037056,2022-08-01 01:01:04,"Volodymyr Zelenskyy says that #Ukraine's harvest could be half its usual amount this year due to the Russian invasion

 https://t.co/AXf9LIDpFU"
1553908647864012801,2022-08-01 01:01:06,We Can't Bomb Our Way to Better Schools by RiveraSunAuthor @CommonDreams #War #Peace https://t.co/DtpAZYBm13 https://t.co/NVXaFfZvlC
1553908662498119680,2022-08-01 01:01:10,"From FoolComAu "" Up 45% so far in 2022, is it too late to buy Woodside shares? "" published 1/8/2022 $WDS $STO #Russia #China #Energy 
https://t.co/uwWG4gXmYP"
1553908711688634369,2022-08-01 01:01:21,"Universe, Please give me an August to remember. Thank you. ✨

#WEURO2022 #August #Serbia #WEuro2022Final #jhopeAtLollapalooza #aftersun #Mrasheeshshukla #Asheeshvines #uasheesh #iamaja7champ #india #mondaythoughts #MondayMotivation #Mondayvibes #MondayMood #MondayBlogs https://t.co/yf7NoEDwXy"
1553908712829603841,2022-08-01 01:01:22,"Using #HIMARS, Ukraine’s military bombed an ammunition depot and 40-car train in Brylivka, Ukraine, carrying Russian troops/military equipment from Crimea to the Russian-occupied Kherson region. Photos of the area before/after are attached.  Unsure of the Russian casualty count. https://t.co/joLZcKrn2U"
1553908721947918339,2022-08-01 01:01:24,"#Kosovo postpones decisions on #Serbia-n ID cards, license plates after heightened border tensions.
President Vjosa Osmani and Prime Minister Albin Kurti meet with US ambassador and decide to postpone decisions for a month. https://t.co/du6B5pufNG via @anadoluagency"
1553908726070882304,2022-08-01 01:01:25,"🇫🇮🇺🇦People came out to support Ukraine in Finland.
#StopPutinNow #Ukraine #UkraineRussia  #StopWarInUkraine https://t.co/BYshMQPTgv"
1553908740822384640,2022-08-01 01:01:28,"#WI yard sign.         Vote #democrats, cuz they vote 4 our #energy dependence on #china #russia #argentina #saudiarabia #newsnight #breakingnews   #integrity #cbs #CNN #biden #kerry #pressconference #teachers #scifi #science #ClimateActionNow #ClimateCrisis #ClimateEmergency"
1553908759034007552,2022-08-01 01:01:33,DAY 158 - War in Ukraine - Kyiv Prepares for an Escalation and Extension... https://t.co/8Du5l4TYQ1 via @YouTube #UkraineRussiaWar #china #Russia
1553908796061167617,2022-08-01 01:01:41,"Just in case you were curious to know about how Singapore is responding to the perfect storm of #war, #pandemic and #climatecrisis and the role it's currency plays to manage inflation and cost of living. https://t.co/rhbZCpgBU5"
1553908805951401985,2022-08-01 01:01:44,"That's just awful!
Blew up the ocean, killed the fish and made the birds crazy.
As in #hiroshima, they're gonna blow up the world with 15,000 #hypersonic missiles around the blue #planet.
#Putin #China #USA #Israel can start the domino affect to wake up in #heaven or #hell.💀👽 https://t.co/5LQwiBzLnE"
1553908865858691072,2022-08-01 01:01:58,@Xeelee8 @isalibacurtis @WarMonitor3 More #Russian WarCrim VDV jokes please!  Or are we all out of them?
1553908884884144128,2022-08-01 01:02:03,"Gut Voch!
Shavua Tov!
    This is what a weak #BidenRegime is giving #America . #America #Putin #Ukraine #War #JoeBiden #Russia #Putin
https://t.co/6vFNUg4r0E"
1553908886775574528,2022-08-01 01:02:03,"European Union started to strengthen its military presence in #Bosnia for fear of destabilization and ""#Russian influence"" in the country, deploying more troops into Operation Althea/European Union Force Bosnia and Herzegovina (EUFOR),"
1553908903896834050,2022-08-01 01:02:07,Check out this new fleece blanket that I uploaded to https://t.co/f1IowKhpIZ! https://t.co/uNqbi6IRsX #Russia #Putin #CrimesAgainstHumanity #women #russiaisaterrorisstate #Russian #RussianWarCrimes #russianWarCrimesInUkraine #hatewontwin #HateCrime #Trump #VoteBlue #artist
1553908904643346433,2022-08-01 01:02:07,@POTUS @RepGaramendi @RepThompson @TeamPelosi start a program so owners of weapons of war are given a tax credit after relinquishing them. Then get them to the Ukrainians ASAP to use fighting for their freedom against Russian aggression #ukraine 🌻 win-win
1553908912167985154,2022-08-01 01:02:09,"#NOW THE #FACTS:

THE 1ST OF ALL STARS IS COMPLETED &amp; SECURE on a  @yandexcom SERVER IN RUSSIA! This is MY DIRECT RESPOND INDEPENDENT IF #MASTERCARD ANSWERS! #Putin $ #WARCHEST IS FULL &amp; HAS NOW ~23 #ATOMIC #MACROBOMBS for MANY STOCK EXCHANGES! I WOULD sell #SHARES &amp; #BUYBTC #cc0"
1553908918237143042,2022-08-01 01:02:10,BREAKING NEWS: West eases efforts to restrict Russian oil trading as inflation and energy risks mount https://t.co/llUar1Hau2 @elerianm @tomkeene @mikepompeo @GarethSoloway @elonmusk @ladygaga @DonaldJTrumpJr #ukraine @Bundeskanzler @jacindaardern @ZelenskyyUa @BarackObama
1553908922607706112,2022-08-01 01:02:12,"Slobodan Milošević deserves justice 
He was falsely accused of the war crimes that were committed by NATO General Wesley Clark 
#Serbia #KosovoSerbia #kosowo"
1553908955226771457,2022-08-01 01:02:19,"@FutureGreenUSA Anti-war helps no one in Iraq, Syria... or #Ukraine.

They don't have that choice. https://t.co/04YwL9X3sI"
1553908998801395712,2022-08-01 01:02:30,#Biden shares video after testing positive for COVID-19 #AGAIN : 'I'm feeling fine' BUT he looks a bit shaky &amp; #weak holding on to that railing! | ⁦@FoxNews⁩  https://t.co/F4PRazIbnq
1553909002043420672,2022-08-01 01:02:30,"@Ssarah102030 @crystaliz3r @nullvoidstar @AdityaDharkar3 @TeresaBeadle5 @comrade_man @adriakulig @BeduschiLidia @bnei_Adam @AnneMariaWatki1 @VigilantRobert @hameed_shahir @LumpyLouish @FarahadZama @FulkemF001s @Jazuli67 @GrammyCherie @Brokenf8 @Mr_Ceppah @ChristineHoxwo1 @DrMitchAMedina 
 
A Republican judge found NO EVIDENCE of fraud in Wisconsin.  Can we all stop talking about these fantasies!

Followed all and RT'ed.

https://t.co/hxFIqTf4n2

https://t.co/qYynoWJZjD

#FBR 
#TrumpForPrison 
#DeTrumpifyAmerica
#StandWithUkraine"
1553909003494625280,2022-08-01 01:02:31,"Your triggers are your responsibility it isn’t the world’s obligation to tiptoe around you

Good Morning 🍭 Magic #Monday 

i like online shopping and putting everything i want in a cart then checking my subtotal and laughing and closing the tab #Kosovo #BLACKPINK #itscomehome"
1553909065973043201,2022-08-01 01:02:46,"The Russian embassy in the UK further inflamed tensions by posting that all Azov prisoners of war should be killed by hanging. This has caused outrage in the UK with some MPs calling for Russia's embassy to be expelled. 

#ukraine #warinukraine #standwithukraine #azovstal https://t.co/5WsjCPweIX"
1553909125192372224,2022-08-01 01:03:00,"A rocket attack was carried out on the territory of the Odessa region. They hit a quarry 🚀
#Ukraine #UkraineRussiaWar 
https://t.co/1Z0Xd8acKc"
1553909136210857984,2022-08-01 01:03:02,"🌭🌭🌭ัfood shortage
 Ukrainian city of Odessa  Line up to receive bread
 #Ukraine
  #StopPutinNOW 
#StandWithUkraine️ https://t.co/9FFDN5nAZG"
1553909135413891076,2022-08-01 01:03:02,"🇧🇦 🇷🇸 — Bosnian-Serb Nationalist/Separatist Leader Mirolad #Dodik traveled to #Russian Federation yesterday, July 30, 2022, to meet with Russian President Vladimir Putin to discuss the Republika Srpska question and the ""Death of World Liberal Order"""
1553909137301336065,2022-08-01 01:03:03,"Serbian Ex-Deputy PM Says #Kosovo's Kurti Behind Provocation, Blasts KFOR for Inaction https://t.co/3xrUINdjlH"
1553909156410982400,2022-08-01 01:03:07,"Ukraine Proverb  🇺🇦  🇺🇦  🇺🇦
GLORY TO #UKRAINE  🇺🇦  🇺🇦  🇺🇦 ... misha 💞 https://t.co/GBGU7YjLr1"
1553909161439727620,2022-08-01 01:03:08,"This is ""convenient"" timing considering the recent talks where #Ukraine was going to start moving #grain again. Now one of Ukraine's richest men who happens to work in grain was murdered by #RussiaIsATerroristState bombing.

https://t.co/AZgCIZdMM7"
1553909181748486144,2022-08-01 01:03:13,@mfa_russia @mod_russia @RusEmbUSA @RusEmbIndia @RusEmbassyJ @RusEmbSey @RusEmbAU @rusembnz @RusConsCapetown @Rusembegypt @RussianEmbassy My favorite moment in the history of the Russian Navy. Slava Ukraini! 🇺🇦  #RussiaIsATerroristState #NAFO #WeAreNAFO https://t.co/vQ5MDRcFtb
1553909232533217282,2022-08-01 01:03:25,"An NFT collection will be created on #opensea   in order to help #UkraineWar  . 
RT &amp; Follow to spread awareness.
#SlavaUkraine   #NFTGiveaway   #NFT"
1553909245866905601,2022-08-01 01:03:29,"@ZaknafeinDC I don't know, Bubba. ""Lead times for consensus-building"" and ""disaggregate bureaucracy"" sure sound like euphemisms for a taxpayer funded influence/paycheck racket to Ol Duderino. IJS.
#JoeSixpack
#SlavaUkraini"
1553909288472567812,2022-08-01 01:03:39,"🇷🇸 🇽🇰Situation in #Kosovo and Metohija shortly explained...

First and foremost is about ID's and car registration plates,as usual as it does #NATO just attacked #Yugoslavia(as with many other countries) in 1999 without a further plans what to do with #Kosovo on the long term https://t.co/4RrQmSTnfZ"
1553909292557774848,2022-08-01 01:03:40,"@suaadfuuad @crystaliz3r @nullvoidstar @AdityaDharkar3 @TeresaBeadle5 @comrade_man @adriakulig @BeduschiLidia @bnei_Adam @AnneMariaWatki1 @VigilantRobert @hameed_shahir @throwaway9154 @LumpyLouish @Erikroner @pixieonmoon @FrankConiglio5 @watermarkdavid5 @allison_horst @DrMitchAMedina
 
A Republican judge found NO EVIDENCE of fraud in Wisconsin.  Can we all stop talking about these fantasies!

Followed all and RT'ed.

https://t.co/hxFIqTf4n2

https://t.co/qYynoWJZjD

#FBR 
#TrumpForPrison 
#DeTrumpifyAmerica
#StandWithUkraine"
1553909308680577025,2022-08-01 01:03:44,"Zelensky suspending opposition parties, why are we sending our money to them ? #Zelensky #WakeUpWorld #fundingawar #suppression"
1553909322991681536,2022-08-01 01:03:47,"It is highly unlikely to come to bigger escalation since #USA Army has a base in #Kosovo,the Camp Bondsteel,and KFOR Army...

But the West is just testing the waters with #Serbia for now... https://t.co/eKTwQdDyCI"
1553909327999766530,2022-08-01 01:03:48,"From August 1, in the self-proclaimed Republic of Kosovo, new rules for the entry of #Serbs were to start working. All cars had to be re-registered with #Kosovo numbers, and instead of Serbian registration certificates, a special “declaration sheet” should be received."
1553909331094937600,2022-08-01 01:03:49,"@ChinaEmbKabul Be ready after #Russia , #China is new target, they already kicked your construction business, next your waterways. #China’s communist party is dangerous for free world. We fought communism will fight is once again. May #Allah help us in this journey."
1553909333326430208,2022-08-01 01:03:49,"Identity cards issued by the Serbian Ministry of Internal Affairs are now considered invalid.

These requirements also apply to ethnic Serbs living in the region and their relatives from central #Serbia."
1553909339303321604,2022-08-01 01:03:51,"Such measures will significantly complicate the life of the #Serbian population of the region and are in fact a violation of the Brussels agreements.

But the main thing is that the postponing the issuing of the ID's and the car licenses plates goes in favour of #Serbia..."
1553909384622837763,2022-08-01 01:04:02,Check out this new sticker that I uploaded to https://t.co/f1IowKhpIZ! https://t.co/wk6u49DASe #Russia #Putin #CrimesAgainstHumanity #women #russiaisaterrorisstate #Russian #RussianWarCrimes #russianWarCrimesInUkraine #hatewontwin #HateCrime #Trump #VoteBlue #artist
1553909412028452872,2022-08-01 01:04:08,"from August 1, #Kosovo will no longer recognize Serbian documents and registration of cars."
1553909443485503488,2022-08-01 01:04:16,"Interesting &amp; for some, eye-opening. 
By @alexanderstubb (former Finnish Premier &amp; director of European University Institute's  School of Transnational Governance).
1st of 19 episodes analizing different perspectives of #Russia's  invasion of #Ukraine️.
https://t.co/m2KEtkxvkw"
1553909505393659907,2022-08-01 01:04:30,"I SUPPORT UKRAINE 🇺🇦

STOP THE WAR

#SlavaUkraini #StopRussia #StopPutin #PutinWarCriminal #NFT #NFTCommunity #LGBTQ #nftcollector #cryptoartist #NFTs #wezenaar #rickwezenaar https://t.co/db5RUaRiQQ"
1553909507402518529,2022-08-01 01:04:31,"My article this month in ""The Bellringer"" magazine, published by Holman United Methodist Church @HolmanUMC
.
#humc #comedy #Laugh #publication #columnist #newspaper #news #comedycentral #standupcomedy #Beyonce #TrinidadandTobago #StandWithUkraine  🇺🇦 https://t.co/q508nOR0Zi"
1553909523479511042,2022-08-01 01:04:35,"@zerohedge The government should be allowed to choose the winners and losers, they know better than we do. #Biden #BidenDestroysAmerica #BidensAmerica"
1553909544350253057,2022-08-01 01:04:40,Check out this new carry-all pouch that I uploaded to https://t.co/f1IowKhpIZ! https://t.co/MTNsxaJl20 #Russia #Putin #CrimesAgainstHumanity #women #russiaisaterrorisstate #Russian #RussianWarCrimes #russianWarCrimesInUkraine #hatewontwin #HateCrime #Trump #VoteBlue #artist
1553909549052022786,2022-08-01 01:04:41,"NO THANKS
we've read a LOT of books
 we've been exposed to the
 variety of media, news, literature
Conservatism is a lie. a farce.
it's the art of making poor
people worry about
 the happiness of the wealthy
NO THANKS
 now,
 about Russian murderers and rapists.
#StandWithUkraine"
1553909649769992194,2022-08-01 01:05:05,@lilygrutcher Best news so far! #SlavaUkraini 💪🇺🇦✌️💕
1553909694078541824,2022-08-01 01:05:15,"#Russia has half the world in its hands with the oil. 👀 🛢 🛢 🛢 

#WTI ✅️
#Markets ✅️
#WallStreet ✅️

@Schuldensuehner 👇👇👇 https://t.co/WiuMw6ZMGh"
1553909702509092865,2022-08-01 01:05:17,"we do everything in our power, at the cost of the lives of civilians, workers, military, farmers.😭
 But #russiaisaterrorisstate, it commits not only the genocide of Ukrainians, but also blackmails other states with hunger
#ArmUkraineNowMore https://t.co/AvW2OGNqVh"
1553909719986610176,2022-08-01 01:05:22,"https://t.co/veUmXNw4TQ #EU #EuropeanParliament #Scholz #Rutte #BorisJohnson #vonderLeyen #Macron #Baerbock #Sanchez #Draghi #Ukraine #EuropeanCommission

Invite Russia to join a newly confederated #EuropeanUnion"
1553909746750541824,2022-08-01 01:05:28,"@suaadfuuad @crystaliz3r @nullvoidstar @AdityaDharkar3 @TeresaBeadle5 @comrade_man @adriakulig @BeduschiLidia @bnei_Adam @AnneMariaWatki1 @VigilantRobert @hameed_shahir @LumpyLouish @FarahadZama @FulkemF001s @Jazuli67 @GrammyCherie @Brokenf8 @Mr_Ceppah @ChristineHoxwo1 @DrMitchAMedina 
 
A Republican judge found NO EVIDENCE of fraud in Wisconsin.  Can we all stop talking about these fantasies!

Followed all and RT'ed.

https://t.co/hxFIqTf4n2

https://t.co/qYynoWJZjD

#FBR 
#TrumpForPrison 
#DeTrumpifyAmerica
#StandWithUkraine"
1553909751637057537,2022-08-01 01:05:29,Meet by bae... ❣️ ... #Serbia https://t.co/a2ZGanS9m5
1553909749506342913,2022-08-01 01:05:29,Check out this new round beach towel that I uploaded to https://t.co/f1IowKhpIZ! https://t.co/ZcHhz3kF4l #Russia #Putin #CrimesAgainstHumanity #women #russiaisaterrorisstate #Russian #RussianWarCrimes #russianWarCrimesInUkraine #hatewontwin #HateCrime #Trump #VoteBlue #artist
1553909765687967745,2022-08-01 01:05:33,#russian #invaders again hit the #nikopol #district of the Dnepropetrovsk region. #HOBIPALOOZA
1553909793848434694,2022-08-01 01:05:39,"As Ukraine Orders Civilians to Evacuate the East, Residents Face a Grim Choice - The New York Times https://t.co/FJUj8JORwg #UkraineRussiaWar #UkraineUnderAttaсk #UkraineWar"
1553909837301530639,2022-08-01 01:05:50,Check out this new shower curtain that I uploaded to https://t.co/f1IowKhpIZ! https://t.co/VsRWhaiZft #Russia #Putin #CrimesAgainstHumanity #women #russiaisaterrorisstate #Russian #RussianWarCrimes #russianWarCrimesInUkraine #hatewontwin #HateCrime #Trump #VoteBlue #artist
1553909841227300864,2022-08-01 01:05:51,"🔄 Update / ❗Just in

#Kosovo postpones the banning of 🇷🇸 #Serbia license plates and IDs until the 1st of September. 

the West backed down for now..."
1553909880620294146,2022-08-01 01:06:00,We’ve (USA/NATO)  bombed #Belgrade #Serbia once. A second time and it will be Ended. Be forewarned. https://t.co/tk3bUTJbQK
1553909883782791168,2022-08-01 01:06:01,"#Putin @KremlinRussia_E, stop your war in #Ukraine. https://t.co/N1ggVpvRMi"
1553909891730968576,2022-08-01 01:06:03,"Mur fuck lilek innifsek, Putin!
(Maltese)

#Ukraine #UkraineRussiaWar #IStandWithUkraine #StopPutin"
1553909904913575937,2022-08-01 01:06:06,@Harri_Est Followed! #SlavaUkraini
1553909910110363648,2022-08-01 01:06:07,@WarMonitor3 Praying for them. May they be strengthened and be successful! #SlavaUkraïni!!
1553909910320009216,2022-08-01 01:06:07,"🇽🇰 🇷🇸 — The self-proclaimed Republic of #Kosovo scheduled the implementation of laws that prohibited free movement between ethnically Serb areas and #Serbia itself, creating a kind of ""Hard borders"" (as Europeans love to say) what caused the incidents today"
1553909941827768320,2022-08-01 01:06:15,#biden said this inflation is just transitory.. yep it is transitioning into always increasing  and never ending inflation. #DemocratsAreTheProblem  #bidenliarinchief #democratswantyoutosuffer #BidenIsADisgrace  #BidenDestroysAmerica
1553909947120979969,2022-08-01 01:06:16,"[WATCH] Still Isolating, POTUS Sends Pizza and FaceTimes With Vets Protesting GOP at Capitol

#BIDEN #CAPITOL

https://t.co/TUXgjROI1x"
1553910010681376769,2022-08-01 01:06:31,"@EngstrT The ""semi secret"" delivery of #Chinese weapons to #Serbia months ago was all over the news but I guess @NATO and @thejointstaff missed it. #Russia didn't feed it to them I guess https://t.co/dKAUQkhjgv"
1553910056076431361,2022-08-01 01:06:42,That was a great moment #Biden https://t.co/Hm9exUm7E5
1553910082592808964,2022-08-01 01:06:48,"I stubbed my toe! It's #Putin's fault!!!
#NextRevFNC"
1553910142915072000,2022-08-01 01:07:02,"@suaadfuuad @crystaliz3r @nullvoidstar @AdityaDharkar3 @TeresaBeadle5 @comrade_man @adriakulig @BeduschiLidia @bnei_Adam @AnneMariaWatki1 @VigilantRobert @hameed_shahir @LumpyLouish @FarahadZama @FulkemF001s @Jazuli67 @GrammyCherie @Brokenf8 @Mr_Ceppah @ChristineHoxwo1 @DrMitchAMedina
 
A Republican judge found NO EVIDENCE of fraud in Wisconsin.  Can we all stop talking about these fantasies!

Followed all and RT'ed.

https://t.co/hxFIqTf4n2

https://t.co/qYynoWJZjD

#FBR 
#TrumpForPrison 
#DeTrumpifyAmerica
#StandWithUkraine"
1553910163135930368,2022-08-01 01:07:07,"More bad news involving @NATO. Historically they have done more than enough in the region. #Yugoslavia. All they want is control over Russia, only a fool would believe that they care about Kosovans. https://t.co/rLVzGLaLHg"
1553910169007947777,2022-08-01 01:07:09,"🇷🇸Little Russians want to play soldier.
#Kosovar 

#UkraineRussiaWar #Anonymous #FckPutin #StandWithUkraine #PutinIsaWarCriminal 
#RussianArmy #RussianInvasion #UkraineUnderAttaсk 
#РоссияСмотри #RussiaIsATerroristState #CancelRussia https://t.co/zwvL4T5KfK"
1553910185227591680,2022-08-01 01:07:13,"You did it well, @rusembnz. The mayor not only has been banned by #Russia https://t.co/pZhm4s9yuT https://t.co/DHv0WFvMIH"
1553910262629105665,2022-08-01 01:07:31,"In #Khakova armored car of alleged local crimeboss ""Vitaliy Efimenko"" was blown up by partisans. Efimenko nicknamed ""Yefim"" is accused of working closely with 🇷🇺 occupiers to intimidate and persecute pro-ukrainian citizens. He was seriously wounded.

#SlavaUkraïni https://t.co/wWyWKU4AZS"
1553910355323195393,2022-08-01 01:07:53,No cap this Bella Shmurda drip make sense die!. 🔥 #Serbia #Wizkidfc https://t.co/yQqDMoy03Q
1553910360578691073,2022-08-01 01:07:54,.@jonkarl @ThisWeek Your questions of Sen Cassidy were lacking IMO. He claimed the #Manchin Bill raises taxes on people making under 200K. If true this would directly violate @POTUS #Biden's promise to NOT raise taxes on those making less than 400K. Would be good to clean that up
1553910371982880769,2022-08-01 01:07:57,"@onthethrone9 @bn880 @irmachep @SarahAshtonLV Thanks for that info. I, too, was concerned, having not seen a post from her for a couple of days.

When you do see this, Sarah, know that folks are thinking of you!  🙏🏼 

#SlavaUkraini 🇺🇦 
#HeroyamSlava 🌻"
1553910394028265479,2022-08-01 01:08:02,"Pergi Fuck Yourself, Putin!
(Malay)

#Ukraine #RussiaInvadedUkraine #IStandWithUkraine #PutinWarCrimes"
1553910441306460160,2022-08-01 01:08:14,"The multi-millionaire owner of Nibulon, one of Ukraine’s largest agricultural companies, died during Russian shelling in the southern city of Mykolaiv on Sunday, according to the region’s governor https://t.co/m8qsbYZkG4 via @bpolitics #ukraine"
1553910506058129408,2022-08-01 01:08:29,"@HelmetGuy0313 @HorstvonHorst1 @NanTyrus @wartranslated Lol, full degenerate vatnik 👆. You are welcome to move to ruZZia and join their conscript army. Please I will pay for your ticket. #RussiaIsANaziState #RussiaIsATerroristState #NAFO #nafofellas #fellas https://t.co/ODQTVnhLm5 https://t.co/rHGf7bBDnL"
1553910523103551488,2022-08-01 01:08:33,Prishtina postpones decision; Shots fired near Brnjak; Crossing points closed VIDEO https://t.co/jdb9ESpu8w #B92 #Serbia
1553910522373763072,2022-08-01 01:08:33,"BREAKING NEWS:

The decision of the authorities in #Pristina to start applying unreasonable discriminatory rules on personal documents and registration numbers of local #Serbs from August 1 is another step towards expulsion of Serb population from #Kosovo, leaders know Serbs.."
1553910567278186496,2022-08-01 01:08:44,"Fuck #Serbia , let’s end this once for all! 

I’m ready to go and fight those fucking warmongering chetniks!"
1553910571111575553,2022-08-01 01:08:45,"@nadaashor00 @crystaliz3r @nullvoidstar @AdityaDharkar3 @TeresaBeadle5 @comrade_man @adriakulig @BeduschiLidia @bnei_Adam @AnneMariaWatki1 @VigilantRobert @hameed_shahir @LumpyLouish @FarahadZama @FulkemF001s @Jazuli67 @GrammyCherie @Brokenf8 @Mr_Ceppah @ChristineHoxwo1 @DrMitchAMedina
 
A Republican judge found NO EVIDENCE of fraud in Wisconsin.  Can we all stop talking about these fantasies!

Followed all and RT'ed.

https://t.co/hxFIqTf4n2

https://t.co/qYynoWJZjD

#FBR 
#TrumpForPrison 
#DeTrumpifyAmerica
#StandWithUkraine"
1553910572042792960,2022-08-01 01:08:45,"@derauszueri stay on subject, ecevery tweet you try to make a different point, typical #russian troll tactic https://t.co/dsZwgHCuC3"
1553910621720424450,2022-08-01 01:08:57,"These Russians are something else. It’s fine, he has a spare kidney.

#Ukraine #RussianArmy https://t.co/6wJxPigbua"
1553910634705666049,2022-08-01 01:09:00,"Norman Brown Interview - 2020 SuperCruise https://t.co/7XoVVAfEvq via @YouTube 
#chicago #nyc #SanFrancisco #WashingtonDC #Maryland #nevada #michigan #Miami  #london 
#milan #paris #tokyo #SouthAfrica #brazil #polandvibes #serbia #Canada #England"
1553910643010555908,2022-08-01 01:09:02,"Ite Pedicabo te ipsum, Putin!
(Latin)

#RussiaInvadedUkraine #IStandWithUkraine #RussianWarCrimes #StandWithUkraine"
1553910646781132803,2022-08-01 01:09:03,Treat her like you're still trying to win her &amp; that's how you'll never lose her. #WEURO2022 #Serbia #BLACKPINK #BORNPINK #WEuro2022Final #TREASUREinBANGKOK #OMMilan #itscomehome #StrayKids #HarryStylesPortugal #jhopeAtLollapalooza #aftersun #TXTPALOOZA
1553910647804641280,2022-08-01 01:09:03,#Toledo #NYC 'you guys try to learn English while we watch' @NATO #NATO #UN @UN @SaudiProjectEN
1553910650782461961,2022-08-01 01:09:04,"will not remain indifferent when it comes to direct attack on their freedoms, they deliberately are escalating to a military scenario - #Russian Foreign Ministry spokeswoman Zakharova.

@IntelRepublic"
